cid,iupac_name,smiles_canonical,molecular_formula,hydrogen_bond_acceptors,hydrogen_bond_donors,rotatable_bonds,log_p,molecular_weight,heavy_atom_count,polar_surface_area,atom_surface_coefficient,no_lipinski_violations,actividad_predicha,probabilidad_leishmania,tanimoto_similarity,cosine_similarity,combined_75,ref_smiles,shape_tanimoto,color_tanimoto,combo_tanimoto,pred
3107313,"4,6-dinitro-2-(5-nitro-2-furyl)-1H-benzimidazole",C1=C(OC(=C1)[N+](=O)[O-])C2=NC3=C(N2)C=C(C=C3[N+](=O)[O-])[N+](=O)[O-],C11H5N5O7,8,1,4,2.5475,319.0188975,23,171.24,0.1343144125204391,0,Media,0.734,0.5490196078431373,0.9135178688593868,0.8223933036053246,CC1=CC2=C(NC(=N2)C2=CC=C(O2)N(=O)=O)C=C1,0.87,0.6915,1.5615,1.4211525
155540142,benzyl N-[3-[5-carbamoyl-7-(3-methoxypropoxy)-2-(pyridine-2-carbonylamino)benzimidazol-1-yl]propyl]carbamate,COCCCOC1=CC(=CC2=C1N(C(=N2)NC(=O)C3=CC=CC=N3)CCCNC(=O)OCC4=CC=CC=C4)C(=O)N,C29H32N6O6,9,3,14,3.514300000000001,560.238332744,41,159.69,0.2567474481808504,1,Media,0.734,0.2823529411764706,0.4366736922647263,0.3980935044926624,CC1=CC2=C(NC(NC(=O)C3=NC=CC=C3)=N2)C=C1,0.3954,0.4088,0.8042,0.8318889
86794349,5-chloro-1-methyl-N-[(2-methylpyrazol-3-yl)methyl]benzimidazol-2-amine,CN1C2=C(C=C(C=C2)Cl)N=C1NCC3=CC=NN3C,C13H14ClN5,5,1,3,2.5723,275.093773128,19,47.67,0.3985735263268303,0,Media,0.732,0.3620689655172414,0.9195672725699422,0.780192695806767,CN1C(NCC2=CC(Br)=CC=C2O)=NC2=C1C=CC=C2,0.9374,0.5965,1.5339,1.3017471
166436130,"5-[4-(6-methyl-1H-benzimidazol-2-yl)phenyl]-3H-1,3,4-oxadiazole-2-thione",CC1=CC2=C(C=C1)N=C(N2)C3=CC=C(C=C3)C4=NNC(=S)O4,C16H12N4OS,4,2,2,4.250910000000002,308.073182004,22,70.5,0.3120567375886525,0,Media,0.732,0.2741935483870967,0.8985686317995532,0.7424748609464391,NC(=N)NC1=CC2=C(NC(=N2)C2=CC=C(C=C2)C2=CC=CC=C2)C=C1,0.7465,0.4897,1.2362,1.2236898
52945540,2-[4-(3-chloro-2-fluoro-phenyl)phenyl]-6-methylsulfonyl-1H-benzimidazole,CS(=O)(=O)C1=CC2=C(C=C1)N=C(N2)C3=CC=C(C=C3)C4=C(C(=CC=C4)Cl)F,C20H14ClFN2O2S,3,1,3,5.092900000000002,400.044854588,27,62.82,0.4297994269340974,1,Media,0.732,0.2686567164179104,0.7934364380777601,0.6622415076627977,NC(=N)NC1=CC2=C(NC(=N2)C2=CC=C(C=C2)C2=CC=CC=C2)C=C1,0.7146,0.5378,1.2523,1.1995438
9594518,N-[(E)-(5-bromo-2-fluoro-phenyl)methyleneamino]-2-[1-[(4-chlorophenyl)methyl]benzimidazol-2-yl]sulfanyl-acetamide,C1=CC=C2C(=C1)N=C(N2CC3=CC=C(C=C3)Cl)SCC(=O)NN=CC4=C(C=CC(=C4)Br)F,C23H17BrClFN4OS,5,1,7,5.882000000000002,529.997900164,32,59.28,0.5398110661268556,2,Media,0.73,0.3908045977011494,0.9703865195527605,0.8254910390898578,COC(=O)C1=CC=C(NC(=O)CSC2=NC3=C(C=C(Cl)C=C3)N2CC2=CC(C)=CC(C)=C2)C(Cl)=C1,0.8093,0.5838,1.3931,1.445807
137552925,N'-hydroxy-2-(4-oxazol-5-ylphenyl)-3H-benzimidazole-5-carboxamidine,C1=CC(=CC=C1C2=CN=CO2)C3=NC4=C(N3)C=C(C=C4)C(=NO)N,C17H13N5O2,5,3,3,2.9794,319.106924656,24,113.32,0.2117896223085069,0,Media,0.73,0.3174603174603174,0.9100523029408158,0.7619043065706912,NC(=N)NC1=CC2=C(NC(=N2)C2=CC=C(C=C2)C2=CC=CC=C2)C=C1,0.8353,0.4106,1.2459,1.1940718
155517625,tert-butyl N-[4-[5-carbamoyl-7-methoxy-2-(pyridine-2-carbonylamino)benzimidazol-1-yl]butyl]carbamate,CC(C)(C)OC(=O)NCCCCN1C2=C(C=C(C=C2OC)C(=O)N)N=C1NC(=O)C3=CC=CC=N3,C24H30N6O5,8,3,9,3.096,482.2277680600001,35,150.46,0.2326199654393194,0,Media,0.73,0.2926829268292683,0.5568176121072256,0.4907839407877363,CC1=CC2=C(NC(NC(=O)C3=NC=CC=C3)=N2)C=C1,0.4399,0.4342,0.8741,0.83431435
9636248,N-[(E)-benzylideneamino]-2-[1-[(4-chlorophenyl)methyl]benzimidazol-2-yl]sulfanyl-acetamide,C1=CC=C(C=C1)C=NNC(=O)CSC2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)Cl,C23H19ClN4OS,5,1,7,4.980400000000004,434.096809908,30,59.28,0.5060728744939271,0,Media,0.728,0.4,0.930454224629925,0.7978406684724437,COC(=O)C1=CC=C(NC(=O)CSC2=NC3=C(C=C(Cl)C=C3)N2CC2=CC(C)=CC(C)=C2)C(Cl)=C1,0.8075,0.6368,1.4443,1.343326
35280468,3-chloro-N-(1-methylbenzimidazol-2-yl)benzamide,CN1C2=CC=CC=C2N=C1NC(=O)C3=CC(=CC=C3)Cl,C15H12ClN3O,3,1,2,3.479000000000002,285.066889684,20,46.92,0.4262574595055413,0,Media,0.728,0.3859649122807017,0.9763817561324676,0.8287775451695262,CN1C(NCC2=CC(Br)=CC=C2O)=NC2=C1C=CC=C2,0.6316,0.455,1.0866,1.2795179
9619072,2-(1-benzylbenzimidazol-2-yl)sulfanyl-N-[(E)-3-pyridylmethyleneamino]acetamide,C1=CC=C(C=C1)CN2C3=CC=CC=C3N=C2SCC(=O)NN=CC4=CN=CC=C4,C22H19N5OS,6,1,7,3.722000000000002,401.1310312280001,29,72.17,0.401829014826105,0,Media,0.728,0.3372093023255814,0.6288591079957004,0.5559466565781707,COC(=O)C1=CC=C(NC(=O)CSC2=NC3=C(C=C(Cl)C=C3)N2CC2=CC(C)=CC(C)=C2)C(Cl)=C1,0.8246,0.6019,1.4265,1.3529325
5515491,2-(1-benzylbenzimidazol-2-yl)sulfanyl-N-[(Z)-3-pyridylmethyleneamino]acetamide,C1=CC=C(C=C1)CN2C3=CC=CC=C3N=C2SCC(=O)NN=CC4=CN=CC=C4,C22H19N5OS,6,1,7,3.722000000000002,401.1310312280001,29,72.17,0.401829014826105,0,Media,0.728,0.3372093023255814,0.6288591079957004,0.5559466565781707,COC(=O)C1=CC=C(NC(=O)CSC2=NC3=C(C=C(Cl)C=C3)N2CC2=CC(C)=CC(C)=C2)C(Cl)=C1,0.8246,0.6019,1.4265,1.3529325
155534270,benzyl N-[3-[5-carbamoyl-7-methoxy-2-(pyridine-2-carbonylamino)benzimidazol-1-yl]propyl]carbamate,COC1=CC(=CC2=C1N(C(=N2)NC(=O)C3=CC=CC=N3)CCCNC(=O)OCC4=CC=CC=C4)C(=O)N,C26H26N6O5,8,3,10,3.107600000000001,502.196467932,37,150.46,0.2459125348929948,1,Media,0.728,0.2926829268292683,0.523695111967599,0.4659420656830163,CC1=CC2=C(NC(NC(=O)C3=NC=CC=C3)=N2)C=C1,0.4673,0.4342,0.9015,0.84891057
762907,2-cyclohexyl-6-nitro-1H-benzimidazole,C1CCC(CC1)C2=NC3=C(N2)C=C(C=C3)[N+](=O)[O-],C13H15N3O2,3,1,2,3.518800000000001,245.11642672,18,71.82,0.2506265664160401,0,Media,0.728,0.2711864406779661,0.9741746839260372,0.7984276231140195,CC1=CC2=C(NC(=N2)C2=CC=C(O2)N(=O)=O)C=C1,0.7947,0.4831,1.2778,1.5190331
39904025,"6-chloro-2-(3,4,5-trimethoxyphenyl)-1H-benzimidazole",COC1=CC(=CC(=C1OC)OC)C2=NC3=C(N2)C=C(C=C3)Cl,C16H15ClN2O3,4,1,4,3.909100000000002,318.0771200200001,22,56.37,0.3902785169416356,0,Media,0.728,0.2295081967213114,0.9202873225963216,0.747592541127569,CC1=CC2=C(NC(=N2)C2=CC=C(O2)N(=O)=O)C=C1,0.616,0.6217,1.2378,1.253176
9675714,2-[1-[(4-chlorophenyl)methyl]benzimidazol-2-yl]sulfanyl-N-[(E)-4-pyridylmethyleneamino]acetamide,C1=CC=C2C(=C1)N=C(N2CC3=CC=C(C=C3)Cl)SCC(=O)NN=CC4=CC=NC=C4,C22H18ClN5OS,6,1,7,4.375400000000003,435.0920588760001,30,72.17,0.4156851877511431,0,Media,0.726,0.3855421686746988,0.8345890576907218,0.722327335436716,COC(=O)C1=CC=C(NC(=O)CSC2=NC3=C(C=C(Cl)C=C3)N2CC2=CC(C)=CC(C)=C2)C(Cl)=C1,0.7964,0.7122,1.5085,1.2329737
639432,2-(4-methyl-2-pyridyl)-1H-benzimidazole,CC1=CC(=NC=C1)C2=NC3=CC=CC=C3N2,C13H11N3,2,1,1,2.93332,209.095297352,16,41.57,0.3848929516478229,0,Media,0.726,0.3396226415094339,0.8907303842439573,0.7529534485603265,CC1=CC2=C(NC(=N2)C2=CC=C(O2)N(=O)=O)C=C1,0.7952,0.7635,1.5587,1.5241231
60646302,6-chloro-2-(3-methoxyphenyl)-1H-benzimidazole,COC1=CC=CC(=C1)C2=NC3=C(N2)C=C(C=C3)Cl,C14H11ClN2O,2,1,2,3.891900000000001,258.055990652,18,37.91,0.474808757583751,0,Media,0.726,0.2258064516129032,0.8486554757029419,0.6929432196804322,CC1=CC2=C(NC(=N2)C2=CC=C(O2)N(=O)=O)C=C1,0.7631,0.6807,1.4438,1.3954165
9633355,2-[1-[(4-chlorophenyl)methyl]benzimidazol-2-yl]sulfanyl-N-[(E)-(2-chlorophenyl)methyleneamino]acetamide,C1=CC=C(C(=C1)C=NNC(=O)CSC2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)Cl)Cl,C23H18Cl2N4OS,5,1,7,5.633800000000003,468.057837556,31,59.28,0.5229419703103914,1,Media,0.722,0.425,0.9755872324097598,0.8379404243073197,COC(=O)C1=CC=C(NC(=O)CSC2=NC3=C(C=C(Cl)C=C3)N2CC2=CC(C)=CC(C)=C2)C(Cl)=C1,0.8069,0.6369,1.4438,1.433626
4523172,2-[1-[(4-chlorophenyl)methyl]benzimidazol-2-yl]sulfanyl-N-[(4-chlorophenyl)methyleneamino]acetamide,C1=CC=C2C(=C1)N=C(N2CC3=CC=C(C=C3)Cl)SCC(=O)NN=CC4=CC=C(C=C4)Cl,C23H18Cl2N4OS,5,1,7,5.633800000000003,468.057837556,31,59.28,0.5229419703103914,1,Media,0.722,0.4050632911392405,0.97558723240976,0.83295624709213,COC(=O)C1=CC=C(NC(=O)CSC2=NC3=C(C=C(Cl)C=C3)N2CC2=CC(C)=CC(C)=C2)C(Cl)=C1,0.8089,0.6368,1.4456,1.4233279
9675471,2-[1-[(4-chlorophenyl)methyl]benzimidazol-2-yl]sulfanyl-N-[(E)-(4-chlorophenyl)methyleneamino]acetamide,C1=CC=C2C(=C1)N=C(N2CC3=CC=C(C=C3)Cl)SCC(=O)NN=CC4=CC=C(C=C4)Cl,C23H18Cl2N4OS,5,1,7,5.633800000000003,468.057837556,31,59.28,0.5229419703103914,1,Media,0.722,0.4050632911392405,0.97558723240976,0.83295624709213,COC(=O)C1=CC=C(NC(=O)CSC2=NC3=C(C=C(Cl)C=C3)N2CC2=CC(C)=CC(C)=C2)C(Cl)=C1,0.8089,0.6368,1.4456,1.4233279
9631845,N-[(E)-(4-bromophenyl)methyleneamino]-2-[1-[(4-chlorophenyl)methyl]benzimidazol-2-yl]sulfanyl-acetamide,C1=CC=C2C(=C1)N=C(N2CC3=CC=C(C=C3)Cl)SCC(=O)NN=CC4=CC=C(C=C4)Br,C23H18BrClN4OS,5,1,7,5.742900000000003,512.0073219760001,31,59.28,0.5229419703103914,2,Media,0.722,0.3809523809523809,0.9618173112427254,0.8166010786701393,COC(=O)C1=CC=C(NC(=O)CSC2=NC3=C(C=C(Cl)C=C3)N2CC2=CC(C)=CC(C)=C2)C(Cl)=C1,0.8088,0.5838,1.3926,1.3901887
45078369,2-pyridazin-4-yl-1H-benzimidazole,C1=CC=C2C(=C1)NC(=N2)C3=CN=NC=C3,C11H8N4,3,1,1,2.0199,196.074896256,15,54.46,0.2754315093646713,0,Media,0.722,0.2363636363636363,0.9580758277439484,0.7776477798988704,CC1=CC2=C(NC(=N2)C2=CC=C(O2)N(=O)=O)C=C1,0.811,0.5245,1.3355,1.5372884
9617860,2-[1-[(4-chlorophenyl)methyl]benzimidazol-2-yl]sulfanyl-N-[(E)-(3-hydroxyphenyl)methyleneamino]acetamide,C1=CC=C2C(=C1)N=C(N2CC3=CC=C(C=C3)Cl)SCC(=O)NN=CC4=CC(=CC=C4)O,C23H19ClN4O2S,6,2,7,4.686000000000003,450.091724528,31,79.51,0.3898880643944157,0,Media,0.72,0.4047619047619047,0.6819651170795494,0.6126643140001382,COC(=O)C1=CC=C(NC(=O)CSC2=NC3=C(C=C(Cl)C=C3)N2CC2=CC(C)=CC(C)=C2)C(Cl)=C1,0.8237,0.5392,1.3629,1.4804066
129757564,"1,7-dimethyl-2-(5-nitro-2-furyl)-7H-imidazo[4,5-e]benzimidazole",CC1N=C2C=CC3=C(C2=N1)N(C(=N3)C4=CC=C(O4)[N+](=O)[O-])C,C14H11N5O3,7,0,2,1.3403,297.086189212,22,98.82,0.2226269985832827,0,Media,0.72,0.3709677419354839,0.7914732696168874,0.6863468876965365,CC1=CC2=C(NC(=N2)C2=CC=C(O2)N(=O)=O)C=C1,0.6428,0.641,1.2838,1.0283039
155515232,7-methoxy-1-propyl-2-(pyridine-2-carbonylamino)benzimidazole-5-carboxamide,CCCN1C2=C(C=C(C=C2OC)C(=O)N)N=C1NC(=O)C3=CC=CC=N3,C18H19N5O3,6,2,6,2.2011,353.148789468,26,112.13,0.231873718005886,0,Media,0.72,0.3428571428571428,0.5414919868031722,0.4918332758166649,CC1=CC2=C(NC(NC(=O)C3=NC=CC=C3)=N2)C=C1,0.6464,0.496,1.1423,1.1925831
16012600,N-[(3-chlorophenyl)methyl]-1-methyl-benzimidazol-2-amine,CN1C2=CC=CC=C2N=C1NCC3=CC(=CC=C3)Cl,C15H14ClN3,3,1,3,3.838800000000002,271.087625128,19,29.85,0.6365159128978224,0,Media,0.718,0.5098039215686274,0.9693119261114194,0.8544349249757214,CN1C(NCC2=CC(Br)=CC=C2O)=NC2=C1C=CC=C2,0.9807,0.6674,1.6481,1.6183875
90031103,4-(4-aminophenyl)-N-[3-(1H-benzimidazol-2-yl)-4-chloro-phenyl]-2-methyl-benzamide,CC1=C(C=CC(=C1)C2=CC=C(C=C2)N)C(=O)NC3=CC(=C(C=C3)Cl)C4=NC5=CC=CC=C5N4,C27H21ClN4O,3,3,4,6.693220000000005,452.140388972,33,83.80000000000001,0.3937947494033412,1,Media,0.718,0.4848484848484848,0.9880868652109766,0.8622772701203536,O=C(NC1=CC(=CC=C1)C1=NC2=C(N1)C=CC=C2)C1=CC=C(C=C1)C1=CC=CC=C1,0.7767,0.5638,1.3404,1.2348152
9594514,2-[1-[(4-chlorophenyl)methyl]benzimidazol-2-yl]sulfanyl-N-[(E)-(5-methyl-2-thienyl)methyleneamino]acetamide,CC1=CC=C(S1)C=NNC(=O)CSC2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)Cl,C22H19ClN4OS2,6,1,7,5.350320000000004,454.068880908,30,59.28,0.5060728744939271,1,Media,0.718,0.4047619047619047,0.9081747519865564,0.7823215401803933,COC(=O)C1=CC=C(NC(=O)CSC2=NC3=C(C=C(Cl)C=C3)N2CC2=CC(C)=CC(C)=C2)C(Cl)=C1,0.8325,0.6378,1.4702,1.3874296
9537561,2-[1-[(4-chlorophenyl)methyl]benzimidazol-2-yl]sulfanyl-N-[(E)-(2-fluorophenyl)methyleneamino]acetamide,C1=CC=C(C(=C1)C=NNC(=O)CSC2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)Cl)F,C23H18ClFN4OS,5,1,7,5.119500000000003,452.087388096,31,59.28,0.5229419703103914,1,Media,0.718,0.3975903614457831,0.9731469323593476,0.8292577896309564,COC(=O)C1=CC=C(NC(=O)CSC2=NC3=C(C=C(Cl)C=C3)N2CC2=CC(C)=CC(C)=C2)C(Cl)=C1,0.8094,0.6368,1.4461,1.4156557
4862591,2-(1-methylpyrazol-3-yl)-1H-benzimidazole,CN1C=CC(=N1)C2=NC3=CC=CC=C3N2,C11H10N4,3,1,1,1.9634,198.09054632,15,46.5,0.3225806451612903,0,Media,0.718,0.2545454545454545,0.9421336941511064,0.7702366342496935,CC1=CC2=C(NC(=N2)C2=CC=C(O2)N(=O)=O)C=C1,0.9022,0.7762,1.6784,1.4737295
60980808,6-fluoro-2-(3-methoxyphenyl)-1H-benzimidazole,COC1=CC=CC(=C1)C2=NC3=C(N2)C=C(C=C3)F,C14H11FN2O,2,1,2,3.377600000000002,242.085541192,18,37.91,0.474808757583751,0,Media,0.718,0.2258064516129032,0.8702928362230478,0.7091712400705116,CC1=CC2=C(NC(=N2)C2=CC=C(O2)N(=O)=O)C=C1,0.7671,0.6807,1.4478,1.4116898
71404254,2-(2-pyridyl)-1-vinyl-benzimidazole,C=CN1C2=CC=CC=C2N=C1C3=CC=CC=N3,C14H11N3,3,0,2,3.198800000000002,221.095297352,17,30.71,0.5535656138065776,0,Media,0.718,0.109375,0.8329496303325572,0.652055972749418,CC1=CC2=C(NC(=N2)C2=CC=C(O2)N(=O)=O)C=C1,0.7946,0.6547,1.4493,1.2536014
46886439,2-(3-methoxyphenyl)-6-(trifluoromethyl)-1H-benzimidazole,COC1=CC=CC(=C1)C2=NC3=C(N2)C=C(C=C3)C(F)(F)F,C15H11F3N2O,2,1,2,4.257300000000002,292.082347632,21,37.91,0.5539435505143762,0,Media,0.7178,0.2153846153846154,0.8311380402620097,0.6771996840426611,CC1=CC2=C(NC(=N2)C2=CC=C(O2)N(=O)=O)C=C1,0.7466,0.6807,1.4274,1.4255682
14265329,5-(1H-benzimidazol-2-yl)furan-2-carbaldehyde,C1=CC=C2C(=C1)NC(=N2)C3=CC=C(O3)C=O,C12H8N2O2,3,1,2,2.635400000000001,212.058577496,16,58.89,0.271692986924775,0,Media,0.716,0.3846153846153846,0.9830044589984966,0.8334071904027186,CC1=CC2=C(NC(=N2)C2=CC=C(O2)N(=O)=O)C=C1,0.9165,0.8884,1.8049,1.5093348
102040424,N-methyl-2-[(1-methylbenzimidazol-2-yl)methyleneamino]aniline,CNC1=CC=CC=C1N=CC2=NC3=CC=CC=C3N2C,C16H16N4,4,1,3,3.365600000000001,264.137496512,20,42.21,0.4738213693437574,0,Media,0.716,0.3103448275862069,0.9553294803039448,0.7940833171245104,CN1C(NCC2=CC(Br)=CC=C2O)=NC2=C1C=CC=C2,0.5681,0.4318,0.9999,1.2374679
70821,2-(2-pyridyl)-1H-benzimidazole,C1=CC=C2C(=C1)NC(=N2)C3=CC=CC=N3,C12H9N3,2,1,1,2.6249,195.079647288,15,41.57,0.360837142169834,0,Media,0.716,0.2452830188679245,0.8958920989032467,0.7332398288944162,CC1=CC2=C(NC(=N2)C2=CC=C(O2)N(=O)=O)C=C1,0.8748,0.7635,1.6383,1.5690897
10956241,"2-(1-methyl-3,6-dihydro-2H-pyridin-5-yl)-6-nitro-1H-benzimidazole",CN1CCC=C(C1)C2=NC3=C(N2)C=C(C=C3)[N+](=O)[O-],C13H14N4O2,4,1,2,2.19,258.111675688,19,75.06,0.253130828670397,0,Media,0.712,0.3174603174603174,0.9736809072941298,0.8096257598356766,CC1=CC2=C(NC(=N2)C2=CC=C(O2)N(=O)=O)C=C1,0.7902,0.4557,1.2459,1.4326903
126737374,"N-[1-[3-(prop-2-enoylamino)phenyl]-5-[[[(1S)-1,2,2-trimethylpropyl]amino]methyl]benzimidazol-2-yl]pyridine-2-carboxamide",CC(C(C)(C)C)NCC1=CC2=C(C=C1)N(C(=N2)NC(=O)C3=CC=CC=N3)C4=CC=CC(=C4)NC(=O)C=C,C29H32N6O2,6,3,8,5.321500000000004,496.258674264,37,100.94,0.3665543887457896,1,Media,0.712,0.2857142857142857,0.6294532427266077,0.5435185034735273,CC1=CC2=C(NC(NC(=O)C3=NC=CC=C3)=N2)C=C1,0.4001,0.4093,0.8094,0.90296805
162652705,6-(trifluoromethyl)-2-[4-[5-(trifluoromethyl)-1H-pyrazol-4-yl]phenyl]-1H-benzimidazole,C1=CC(=CC=C1C2=C(NN=C2)C(F)(F)F)C3=NC4=C(N3)C=C(C=C4)C(F)(F)F,C18H10F6N4,2,2,2,5.657600000000002,396.08096564,28,57.36,0.4881450488145049,1,Media,0.712,0.2698412698412698,0.9420905806891924,0.7740282529772118,NC(=N)NC1=CC2=C(NC(=N2)C2=CC=C(C=C2)C2=CC=CC=C2)C=C1,0.6608,0.5336,1.1944,1.2134749
16653128,N-[(4-chlorophenyl)methyl]-1H-benzimidazol-2-amine,C1=CC=C2C(=C1)NC(=N2)NCC3=CC=C(C=C3)Cl,C14H12ClN3,2,2,3,3.828400000000001,257.071975064,18,40.71,0.4421518054532056,0,Media,0.712,0.2166666666666666,0.8980948060645924,0.727737771215111,CN1C(NCC2=CC(Br)=CC=C2O)=NC2=C1C=CC=C2,0.8945,0.6007,1.4952,1.4605763
20347800,2-(5-methyl-2-pyridyl)-1H-benzimidazole,CC1=CN=C(C=C1)C2=NC3=CC=CC=C3N2,C13H11N3,2,1,1,2.93332,209.095297352,16,41.57,0.3848929516478229,0,Media,0.7113333333333333,0.320754716981132,0.8907303842439573,0.7482364674282511,CC1=CC2=C(NC(=N2)C2=CC=C(O2)N(=O)=O)C=C1,0.8196,0.7635,1.5831,1.5252023
16488540,1-allyl-N-[(3-chlorophenyl)methyl]benzimidazol-2-amine,C=CCN1C2=CC=CC=C2N=C1NCC3=CC(=CC=C3)Cl,C17H16ClN3,3,1,5,4.487800000000003,297.103275192,21,29.85,0.7035175879396984,0,Media,0.71,0.3387096774193548,0.9263235887337736,0.7794201109051688,CN1C(NCC2=CC(Br)=CC=C2O)=NC2=C1C=CC=C2,0.9007,0.6007,1.5014,1.4347596
160296479,"7-(1,3-dimethylbenzimidazol-3-ium-2-yl)-2-(2,6-dimethyl-4-phenyl-phenyl)-6-methyl-1,3-benzoxazole",CC1=C(C2=C(C=C1)N=C(O2)C3=C(C=C(C=C3C)C4=CC=CC=C4)C)C5=[N+](C6=CC=CC=C6N5C)C,C31H28N3O+,3,0,3,7.070260000000007,458.2226889360901,35,34.84,1.00459242250287,1,Media,0.71,0.1794871794871795,0.3197156737484454,0.2846585501831289,O=C(NC1=CC(=CC=C1)C1=NC2=C(N1)C=CC=C2)C1=CC=C(C=C1)C1=CC=CC=C1,0.4871,0.2114,0.6985,0.6057527
975441,1-allyl-N-[(4-methoxyphenyl)methyl]benzimidazol-2-amine,COC1=CC=C(C=C1)CNC2=NC3=CC=CC=C3N2CC=C,C18H19N3O,4,1,6,3.843000000000002,293.152812228,22,39.08,0.5629477993858751,0,Media,0.708,0.3442622950819672,0.9330666279645554,0.7858655447439085,CN1C(NCC2=CC(Br)=CC=C2O)=NC2=C1C=CC=C2,0.8232,0.5462,1.3694,1.3845127
90031997,N-[4-chloro-3-(1-methylbenzimidazol-2-yl)phenyl]-2-methyl-4-[4-(trifluoromethyl)phenyl]benzamide,CC1=C(C=CC(=C1)C2=CC=C(C=C2)C(F)(F)F)C(=O)NC3=CC(=C(C=C3)Cl)C4=NC5=CC=CC=C5N4C,C29H21ClF3N3O,3,1,4,8.140220000000001,519.132524632,37,46.92,0.7885763000852515,2,Media,0.708,0.3116883116883117,0.7985384186736734,0.676825891927333,O=C(NC1=CC(=CC=C1)C1=NC2=C(N1)C=CC=C2)C1=CC=C(C=C1)C1=CC=CC=C1,0.6668,0.77,1.4369,1.2848353
11701283,6-(1H-benzimidazol-2-yl)-1H-pyridin-2-one,C1=CC=C2C(=C1)NC(=N2)C3=CC=CC(=O)N3,C12H9N3O,2,2,1,1.9182,211.074561908,16,61.54,0.2599935001624959,0,Media,0.708,0.2592592592592592,0.8105066508520473,0.6726948029538503,CC1=CC2=C(NC(=N2)C2=CC=C(O2)N(=O)=O)C=C1,0.8019,0.6197,1.4216,1.4135365
44024103,1-ethyl-2-(2-pyridyl)benzimidazole,CCN1C2=CC=CC=C2N=C1C3=CC=CC=N3,C14H13N3,3,0,2,3.118200000000002,223.110947416,17,30.71,0.5535656138065776,0,Media,0.708,0.1269841269841269,0.8368289025002682,0.659367708621233,CC1=CC2=C(NC(=N2)C2=CC=C(O2)N(=O)=O)C=C1,0.7451,0.6544,1.3994,1.2198932
162660104,2-[4-(3-furyl)phenyl]-6-(trifluoromethyl)-1H-benzimidazole,C1=CC(=CC=C1C2=COC=C2)C3=NC4=C(N3)C=C(C=C4)C(F)(F)F,C18H11F3N2O,2,1,2,5.508700000000003,328.082347632,24,41.82,0.5738880918220947,1,Media,0.707,0.3050847457627119,0.8326307160149824,0.7007442234519148,NC(=N)NC1=CC2=C(NC(=N2)C2=CC=C(C=C2)C2=CC=CC=C2)C=C1,0.7896,0.5773,1.3669,1.275835
345772,6-methyl-2-(2-pyridyl)-1H-benzimidazole,CC1=CC2=C(C=C1)N=C(N2)C3=CC=CC=N3,C13H11N3,2,1,1,2.93332,209.095297352,16,41.57,0.3848929516478229,0,Media,0.706,0.3333333333333333,0.8907303842439573,0.7513811215163014,CC1=CC2=C(NC(=N2)C2=CC=C(O2)N(=O)=O)C=C1,0.8242,0.7635,1.5877,1.5250171
44465473,"2-[4-(2-fluorophenyl)phenyl]-N,N-dimethyl-3H-benzimidazole-5-sulfonamide",CN(C)S(=O)(=O)C1=CC2=C(C=C1)N=C(N2)C3=CC=C(C=C3)C4=CC=CC=C4F,C21H18FN3O2S,3,1,4,4.286300000000003,395.110376036,28,66.06,0.4238570996064184,0,Media,0.706,0.2923076923076923,0.7731675630936139,0.6529525953971335,NC(=N)NC1=CC2=C(NC(=N2)C2=CC=C(C=C2)C2=CC=CC=C2)C=C1,0.6466,0.5378,1.1844,1.1493902
12181421,2-(2-quinolyl)-1H-benzo[f]benzimidazole,C1=CC=C2C(=C1)C=CC(=N2)C3=NC4=CC5=CC=CC=C5C=C4N3,C20H13N3,2,1,1,4.931300000000003,295.110947416,23,41.57,0.5532836179937455,0,Media,0.706,0.2545454545454545,0.8123690321978423,0.6729131377847454,CC1=CC2=C(NC(=N2)C2=CC=C(O2)N(=O)=O)C=C1,0.7979,0.6262,1.4241,1.3596308
67891586,N-[6-(3-furyl)-4-[(4-methylsulfinylphenyl)methylcarbamoyl]-1H-benzimidazol-2-yl]isoquinoline-3-carboxamide,CS(=O)C1=CC=C(C=C1)CNC(=O)C2=C3C(=CC(=C2)C4=COC=C4)NC(=N3)NC(=O)C5=CC6=CC=CC=C6C=N5,C30H23N5O4S,6,3,7,5.290800000000004,549.147075216,40,129.98,0.3077396522541929,2,Media,0.704,0.2976190476190476,0.5959590184311712,0.5213740257281403,CC1=CC2=C(NC(NC(=O)C3=NC=CC=C3)=N2)C=C1,0.4879,0.5632,1.051,1.0449775
4247652,"N-(1H-benzimidazol-2-yl)-3,5-dichloro-2-hydroxy-benzamide",C1=CC=C2C(=C1)NC(=N2)NC(=O)C3=C(C(=CC(=C3)Cl)Cl)O,C14H9Cl2N3O2,3,3,2,3.827600000000001,321.007181888,21,78.01,0.2691962568901422,0,Media,0.704,0.1911764705882352,0.9281929883745224,0.7439388589279505,CN1C(NCC2=CC(Br)=CC=C2O)=NC2=C1C=CC=C2,0.492,0.5451,1.0371,1.03995
