cid,iupac_name,smiles_canonical,molecular_formula,hydrogen_bond_acceptors,hydrogen_bond_donors,rotatable_bonds,log_p,molecular_weight,heavy_atom_count,polar_surface_area,atom_surface_coefficient,no_lipinski_violations,cosine_similarity,tanimoto_similarity,combined_75
3569370,4-bromo-2-[[(3-methyl-1H-benzimidazol-3-ium-2-yl)amino]methyl]phenolate,C[N+]1=C(NC2=CC=CC=C21)NCC3=C(C=CC(=C3)Br)[O-],C15H14BrN3O,2,2,3,2.4406,331.03202416799996,20,54.75999999999999,0.3652300949598247,0,0.8979532246180084,0.3064516129032258,0.7500778216893128
923826,N-(2-furylmethyl)-1H-benzimidazol-2-amine,C1=CC=C2C(=C1)NC(=N2)NCC3=CC=CO3,C12H11N3O,3,2,3,2.7680000000000007,213.090211972,16,53.85,0.2971216341689879,0,0.9285845607627657,0.21311475409836064,0.7497171090966644
3163617,1-allyl-N-(2-furylmethyl)benzimidazol-2-amine,C=CCN1C2=CC=CC=C2N=C1NCC3=CC=CO3,C15H15N3O,4,1,5,3.4274000000000013,253.1215121,19,42.99,0.4419632472668062,0,0.9421017488426704,0.32786885245901637,0.7885435247467568
787416,1-[(1H-benzimidazol-2-ylamino)methyl]naphthalen-2-ol,C1=CC=C2C(=C1)C=CC(=C2CNC3=NC4=CC=CC=C4N3)O,C18H15N3O,3,3,3,4.033800000000003,289.1215121,22,60.94,0.3610108303249097,0,0.9373861801620664,0.3,0.7780396351215497
4669522,N-(cycloheptylideneamino)-1H-benzimidazol-2-amine,C1CCCC(=NNC2=NC3=CC=CC=C3N2)CC1,C14H18N4,3,2,2,3.6850000000000014,242.153146576,18,53.07,0.3391746749576032,0,0.9601470792409341,0.15873015873015872,0.7597928491132403
154712326,N-[dideuterio(phenyl)methyl]-1-methyl-benzimidazol-2-amine,CN1C2=CC=CC=C2N=C1NCC3=CC=CC=C3,C15H15N3,3,1,3,3.1854000000000013,237.12659748,18,29.85,0.6030150753768844,0,0.9672855417290447,0.5555555555555556,0.8643530451856725
3987435,4-bromo-2-[[(3-propyl-1H-benzimidazol-3-ium-2-yl)amino]methyl]phenolate,CCC[N+]1=C(NC2=CC=CC=C21)NCC3=C(C=CC(=C3)Br)[O-],C17H18BrN3O,2,2,5,3.313600000000001,359.06332429599996,22,54.75999999999999,0.4017531044558072,0,0.8876374374652147,0.2878787878787879,0.737697775068608
4390121,4-bromo-2-[[(3-butyl-1H-benzimidazol-3-ium-2-yl)amino]methyl]phenolate,CCCC[N+]1=C(NC2=CC=CC=C21)NCC3=C(C=CC(=C3)Br)[O-],C18H20BrN3O,2,2,6,3.7037000000000018,373.07897436,23,54.75999999999999,0.4200146092037984,0,0.8735266460314892,0.27941176470588236,0.7249979257000875
2991806,1-ethyl-2-(2-phenylethyl)benzimidazole,CCN1C2=CC=CC=C2N=C1CCC3=CC=CC=C3,C17H18N2,2,0,4,3.841400000000003,250.146998576,19,17.82,1.0662177328843996,0,0.6437168035466909,0.26785714285714285,0.5497518883743039
7013069,N-[(4-bromophenyl)methyl]-1-isopropyl-benzimidazol-2-amine,CC(C)N1C2=CC=CC=C2N=C1NCC3=CC=C(C=C3)Br,C17H18BrN3,3,1,4,4.991800000000003,343.068409676,21,29.85,0.7035175879396984,0,0.9155105971754482,0.4807692307692308,0.806825255573894
787414,4-chloro-2-[[(1-methylbenzimidazol-2-yl)amino]methyl]phenol,CN1C2=CC=CC=C2N=C1NCC3=C(C=CC(=C3)Cl)O,C15H14ClN3O,4,2,3,3.5444000000000018,287.08253974799993,20,50.08,0.3993610223642173,0,0.9956982922605341,0.7391304347826086,0.9315563278910528
4268797,4-bromo-2-[[(3-ethyl-1H-benzimidazol-3-ium-2-yl)amino]methyl]phenol,CC[N+]1=C(NC2=CC=CC=C21)NCC3=C(C=CC(=C3)Br)O,C16H17BrN3O+,2,3,4,3.5555000000000025,346.05495068409,21,51.92999999999999,0.4043905257076834,0,0.868799207233248,0.43103448275862066,0.7593580261145911
23604679,1-ethyl-N-[(2-fluorophenyl)methyl]benzimidazol-2-amine,CCN1C2=CC=CC=C2N=C1NCC3=CC=CC=C3F,C16H16FN3,3,1,4,3.807400000000002,269.132825732,20,29.85,0.6700167504187604,0,0.9572211202386895,0.42592592592592593,0.8243973216604986
975900,N-[(4-chlorophenyl)methyl]-1-propyl-benzimidazol-2-amine,CCCN1C2=CC=CC=C2N=C1NCC3=CC=C(C=C3)Cl,C17H18ClN3,3,1,5,4.711800000000003,299.11892525599995,21,29.85,0.7035175879396984,0,0.9203166588903338,0.39285714285714285,0.788451779882036
2773160,1-methyl-2-styryl-benzimidazole,CN1C2=CC=CC=C2N=C1C=CC3=CC=CC=C3,C16H14N2,2,0,2,3.7437000000000022,234.115698448,18,17.82,1.0101010101010102,0,0.6690498455849119,0.3269230769230769,0.5835181534194532
