cid,iupac_name,smiles_canonical,molecular_formula,hydrogen_bond_acceptors,hydrogen_bond_donors,rotatable_bonds,log_p,molecular_weight,heavy_atom_count,polar_surface_area,atom_surface_coefficient,no_lipinski_violations,cosine_similarity,tanimoto_similarity,combined_25,combined_50,combined_75,combined_geometric,combined_harmonic
58724462,methyl 2-(isoquinoline-3-carbonylamino)-6-(4-pyridyl)-1H-benzimidazole-4-carboxylate,COC(=O)C1=C2C(=CC(=C1)C3=CC=NC=C3)NC(=N2)NC(=O)C4=CC5=CC=CC=C5C=N4,C24H17N5O3,6,2,4,4.2120000000000015,423.133139404,32,109.86,0.2912798106681231,0,0.5514530183343385,0.40298507462686567,0.44010206055373385,0.4772190464806021,0.5143360324074703,0.4714099444715541,0.4656715556211707
58026608,N-[6-(1H-benzimidazol-2-ylcarbamoyl)-1H-benzimidazol-2-yl]isoquinoline-3-carboxamide,C1=CC=C2C=NC(=CC2=C1)C(=O)NC3=NC4=C(N3)C=C(C=C4)C(=O)NC5=NC6=CC=CC=C6N5,C25H17N7O2,5,4,4,4.492000000000002,447.1443727840001,34,128.45000000000002,0.2646944336317633,0,0.8302695289905595,0.46551724137931033,0.5567053132821227,0.6478933851849349,0.7390814570877473,0.6216950866276688,0.596556145771824
136518786,"N2-(5-cyano-1-ethyl-benzimidazol-2-yl)pyridine-2,5-dicarboxamide",CCN1C2=C(C=C(C=C2)C#N)N=C1NC(=O)C3=NC=C(C=C3)C(=O)N,C17H14N6O2,6,2,4,1.6740799999999998,334.117823688,25,126.69,0.1973320704080827,0,0.5511699151610663,0.24324324324324326,0.320224911222699,0.39720657920215474,0.4741882471816105,0.3661534620099624,0.3375280389644505
148328200,N-[6-(3H-indol-2-ylcarbamoyl)-1H-benzimidazol-2-yl]isoquinoline-3-carboxamide,C1C2=CC=CC=C2N=C1NC(=O)C3=CC4=C(C=C3)N=C(N4)NC(=O)C5=CC6=CC=CC=C6C=N5,C26H18N6O2,5,3,3,4.379500000000002,446.149123816,34,112.13,0.3032194773923125,0,0.7411617003589367,0.37142857142857144,0.4638618536611627,0.556295135893754,0.6487284181263454,0.5246795513090736,0.4948607560977627
66940507,2-(isoquinoline-3-carbonylamino)-6-propyl-1H-benzimidazole-4-carboxylic acid,CCCC1=CC(=C2C(=C1)NC(=N2)NC(=O)C3=CC4=CC=CC=C4C=N3)C(=O)O,C21H18N4O3,4,3,5,4.014100000000002,374.137890436,28,107.97,0.2593312957302954,0,0.8353260354393063,0.373134328358209,0.4886822551284833,0.6042301818987577,0.7197781086690319,0.558290980756246,0.5158445051756723
170267411,6-(2-formyl-3-hydroxy-phenoxy)-N-[1-(2-hydroxy-2-methyl-propyl)-6-[(4-methylpiperazin-1-yl)methyl]benzimidazol-2-yl]pyridine-2-carboxamide,CC(C)(CN1C2=C(C=CC(=C2)CN3CCN(CC3)C)N=C1NC(=O)C4=NC(=CC=C4)OC5=CC=CC(=C5C=O)O)O,C30H34N6O5,10,3,9,3.5123000000000033,558.259068188,41,133.05,0.3081548290116497,1,0.4790510587890278,0.19148936170212766,0.2633797859738527,0.33527021024557774,0.4071606345173028,0.3028748610734132,0.2736096994810452
66940281,2-(isoquinoline-3-carbonylamino)-3H-benzimidazole-5-carboxylic acid,C1=CC=C2C=NC(=CC2=C1)C(=O)NC3=NC4=C(N3)C=C(C=C4)C(=O)O,C18H12N4O3,4,3,3,3.0616000000000003,332.09094024399997,25,107.97,0.2315457997591923,0,0.9050018603576877,0.4482758620689655,0.5624573616411461,0.6766388612133266,0.7908203607855071,0.6369383715288788,0.5995672320658455
166358998,"N-(5-cyano-1-methyl-benzimidazol-2-yl)-1,3-dimethyl-pyrazolo[3,4-b]pyridine-6-carboxamide",CC1=NN(C2=C1C=CC(=N2)C(=O)NC3=NC4=C(N3C)C=CC(=C4)C#N)C,C18H15N7O,7,1,2,2.2874,345.1338081,26,101.42,0.2563596923683692,0,0.09935990844511408,0.25,0.21233997711127853,0.17467995422255705,0.13701993133383555,0.15760703382551974,0.14220279150995363
58191004,N-[4-[3-(4-methylsulfonylphenyl)propanoyl]-6-phenyl-1H-benzimidazol-2-yl]isoquinoline-3-carboxamide,CS(=O)(=O)C1=CC=C(C=C1)CCC(=O)C2=C3C(=CC(=C2)C4=CC=CC=C4)NC(=N3)NC(=O)C5=CC6=CC=CC=C6C=N5,C33H26N4O4S,6,2,8,6.249400000000005,574.1674763120001,42,121.88,0.3446012471283229,2,0.3985801997166737,0.3333333333333333,0.34964504992916845,0.36595676652500353,0.38226848312083855,0.364499748384309,0.3630485312071613
70323633,"N-[6-(2,3-dihydrofuran-4-yl)-4-[(4-methylsulfonylphenyl)methylcarbamoyl]-1H-benzimidazol-2-yl]isoquinoline-3-carboxamide",CS(=O)(=O)C1=CC=C(C=C1)CNC(=O)C2=C3C(=CC(=C2)C4=COCC4)NC(=N3)NC(=O)C5=CC6=CC=CC=C6C=N5,C30H25N5O5S,7,3,7,4.458100000000003,567.1576399,41,143.14,0.2864328629313958,1,0.5553523499780415,0.28735632183908044,0.3543553288738207,0.421354335908561,0.48835334294330124,0.3994796723418849,0.3787406346970911
67891558,N-[6-isopropyl-4-[(4-methylsulfinylphenyl)methylcarbamoyl]-1H-benzimidazol-2-yl]isoquinoline-3-carboxamide,CC(C)C1=CC(=C2C(=C1)NC(=N2)NC(=O)C3=CC4=CC=CC=C4C=N3)C(=O)NCC5=CC=C(C=C5)S(=O)C,C29H27N5O3S,5,3,7,5.154200000000004,525.183460724,38,116.84,0.3252310852447792,2,0.628481935511303,0.31645569620253167,0.3944622560297245,0.47246881585691736,0.5504753756841102,0.445967138310598,0.42095199043395687
126737374,"N-[1-[3-(prop-2-enoylamino)phenyl]-5-[[[(1S)-1,2,2-trimethylpropyl]amino]methyl]benzimidazol-2-yl]pyridine-2-carboxamide",CC(C(C)(C)C)NCC1=CC2=C(C=C1)N(C(=N2)NC(=O)C3=CC=CC=N3)C4=CC=CC(=C4)NC(=O)C=C,C29H32N6O2,6,3,8,5.321500000000004,496.258674264,37,100.94,0.3665543887457896,1,0.6294532427266077,0.2857142857142857,0.3716490249673662,0.4575837642204467,0.5435185034735273,0.4240799260000096,0.39302920623191434
171447188,"3-[(E)-4-[5-carbamoyl-7-(3-morpholinopropoxy)-2-(pyridine-2-carbonylamino)benzimidazol-1-yl]but-2-enyl]-2-(pyridine-2-carbonylamino)imidazo[4,5-b]pyridine-6-carboxamide",C1COCCN1CCCOC2=CC(=CC3=C2N(C(=N3)NC(=O)C4=CC=CC=N4)CC=CCN5C6=C(C=C(C=N6)C(=O)N)N=C5NC(=O)C7=CC=CC=N7)C(=O)N,C38H38N12O6,14,4,15,2.6309000000000005,758.303726936,56,240.39,0.2329547818128873,2,0.3974297297064047,0.25274725274725274,0.2889178719870407,0.3250884912268287,0.36125911046661674,0.31693733188656875,0.30899055197032205
66940374,methyl 2-(isoquinoline-3-carbonylamino)-3H-benzimidazole-5-carboxylate,COC(=O)C1=CC2=C(C=C1)N=C(N2)NC(=O)C3=CC4=CC=CC=C4C=N3,C19H14N4O3,5,2,3,3.1500000000000012,346.106590308,26,96.96999999999998,0.2681241621119934,0,0.7253671140016181,0.45,0.5188417785004046,0.5876835570008091,0.6565253355012136,0.5713275779276965,0.5554268065054588
58190737,N-[6-(2-oxo-3-phenyl-propyl)-4-[2-(3H-pyrrol-2-yl)acetyl]-1H-benzimidazol-2-yl]isoquinoline-3-carboxamide,C1C=CN=C1CC(=O)C2=C3C(=CC(=C2)CC(=O)CC4=CC=CC=C4)NC(=N3)NC(=O)C5=CC6=CC=CC=C6C=N5,C32H25N5O3,6,2,9,5.648900000000004,527.1957396600001,40,117.17,0.3413843133907996,2,0.4060408636321881,0.31645569620253167,0.33885198805994576,0.36124827991735986,0.38364457177477396,0.3584605197053105,0.3556942726946573
155569505,benzyl N-[3-[5-carbamoyl-7-(3-morpholinopropoxy)-2-(pyridine-2-carbonylamino)benzimidazol-1-yl]propyl]carbamate,C1COCCN1CCCOC2=CC(=CC3=C2N(C(=N3)NC(=O)C4=CC=CC=N4)CCCNC(=O)OCC5=CC=CC=C5)C(=O)N,C32H37N7O6,10,3,14,3.200100000000001,615.280531904,45,162.93000000000004,0.2761922297919351,1,0.3893438060388535,0.24731182795698925,0.2828198224774553,0.31832781699792134,0.35383581151838744,0.31030521809212347,0.30248480727598204
58724493,N-[4-(1H-imidazol-2-ylcarbamoyl)-6-(4-pyridyl)-1H-benzimidazol-2-yl]isoquinoline-3-carboxamide,C1=CC=C2C=NC(=CC2=C1)C(=O)NC3=NC4=C(C=C(C=C4N3)C5=CC=NC=C5)C(=O)NC6=NC=CN6,C26H18N8O2,6,4,5,4.400800000000001,474.1552718160001,36,141.34,0.2547049667468515,0,0.7822227776738633,0.37142857142857144,0.4741271229898944,0.5768256745512174,0.6795242261125404,0.5390175218397748,0.5036875119616309
58190870,N-[6-(benzenesulfonylmethyl)-4-[2-(3H-pyrrol-2-yl)acetyl]-1H-benzimidazol-2-yl]isoquinoline-3-carboxamide,C1C=CN=C1CC(=O)C2=C3C(=CC(=C2)CS(=O)(=O)C4=CC=CC=C4)NC(=N3)NC(=O)C5=CC6=CC=CC=C6C=N5,C30H23N5O4S,7,2,8,5.268500000000003,549.147075216,40,134.24,0.2979737783075089,2,0.3944296655910328,0.3048780487804878,0.32726595298312405,0.3496538571857603,0.37204176138839656,0.34677506661600455,0.343919977872996
66940584,2-(isoquinoline-3-carbonylamino)-6-(trifluoromethyl)-1H-benzimidazole-4-carboxylic acid,C1=CC=C2C=NC(=CC2=C1)C(=O)NC3=NC4=C(C=C(C=C4N3)C(F)(F)F)C(=O)O,C19H11F3N4O3,4,3,3,4.080400000000001,400.078324872,29,107.97,0.2685931277206631,0,0.8329337106285809,0.36923076923076925,0.4851565045802222,0.6010822399296751,0.717007975279128,0.5545671778005167,0.5116517079752877
155539110,N-(5-carbamoyl-7-methoxy-1-propyl-benzimidazol-2-yl)isoquinoline-1-carboxamide,CCCN1C2=C(C=C(C=C2OC)C(=O)N)N=C1NC(=O)C3=NC=CC4=CC=CC=C43,C22H21N5O3,6,2,6,3.354300000000001,403.164439532,30,112.13,0.2675465976990992,0,0.5303941577546035,0.2222222222222222,0.29926520610531754,0.37630818998841287,0.45335117387150825,0.3433152609336088,0.3132149964462404
166454264,methyl 6-[[1-(5-aminopentyl)-5-[(4-methylpiperazin-1-yl)methyl]benzimidazol-2-yl]carbamoyl]pyridine-2-carboxylate,CN1CCN(CC1)CC2=CC3=C(C=C2)N(C(=N3)NC(=O)C4=NC(=CC=C4)C(=O)OC)CCCCCN,C26H35N7O3,9,2,10,2.3466,493.28013798,36,118.61,0.3035157238006913,0,0.28490803715322877,0.21176470588235294,0.2300505387000719,0.24833637151779087,0.2666222043355098,0.24562871715512413,0.2429505848157634
59300747,"N-(7,7-dimethyl-6-oxo-5-pentyl-1H-pyrrolo[2,3-f]benzimidazol-2-yl)pyridine-2-carboxamide",CCCCCN1C2=CC3=C(C=C2C(C1=O)(C)C)NC(=N3)NC(=O)C4=CC=CC=N4,C22H25N5O2,4,2,6,4.024600000000002,391.20082504,29,90.98,0.3187513739283358,0,0.6037132096393082,0.5,0.525928302409827,0.551856604819654,0.5777849072294812,0.5494147839471142,0.5469837674921013
166363688,"N-(6-cyano-1H-benzimidazol-2-yl)-6-(4-methylpiperazin-1-yl)pyridine-2-carboxamide;2,2,2-trifluoroacetic acid",CN1CCN(CC1)C2=CC=CC(=N2)C(=O)NC3=NC4=C(N3)C=C(C=C4)C#N.C(=O)(C(F)(F)F)O,C21H20F3N7O3,7,3,3,2.4669799999999995,475.15797216,34,138.23999999999998,0.2459490740740741,0,0.6251019754898188,0.3698630136986301,0.4336727541464273,0.49748249459422444,0.5612922350420216,0.48083479545851465,0.464744193084047
155561476,benzyl N-[3-[5-carbamoyl-7-methoxy-2-(quinoline-2-carbonylamino)benzimidazol-1-yl]propyl]carbamate,COC1=CC(=CC2=C1N(C(=N2)NC(=O)C3=NC4=CC=CC=C4C=C3)CCCNC(=O)OCC5=CC=CC=C5)C(=O)N,C30H28N6O5,8,3,10,4.2608000000000015,552.212117996,41,150.46,0.2724976738003456,1,0.5156512569539216,0.2,0.2789128142384804,0.35782562847696076,0.43673844271544116,0.3211389907669019,0.2882137085310102
49803862,N-[6-(3-methoxyphenyl)-1H-benzimidazol-2-yl]isoquinoline-3-carboxamide,COC1=CC=CC(=C1)C2=CC3=C(C=C2)N=C(N3)NC(=O)C4=CC5=CC=CC=C5C=N4,C24H18N4O2,4,2,4,5.039000000000003,394.142975816,30,79.89999999999999,0.3754693366708386,1,0.6238991581315226,0.421875,0.4723810395328807,0.5228870790657614,0.573393118598642,0.5130374814150873,0.5033734201407444
58724476,N-[4-[(4-methylsulfonylphenyl)methylcarbamoyl]-6-(4-pyridyl)-1H-benzimidazol-2-yl]isoquinoline-3-carboxamide,CS(=O)(=O)C1=CC=C(C=C1)CNC(=O)C2=C3C(=CC(=C2)C4=CC=NC=C4)NC(=N3)NC(=O)C5=CC6=CC=CC=C6C=N5,C31H24N6O4S,7,3,7,4.758900000000003,576.1579742480001,42,146.8,0.2861035422343324,1,0.5507785689830473,0.34177215189873417,0.39402375616981244,0.4462753604408908,0.49852696471196906,0.43386723400257077,0.4218040999509181
167806874,N-(6-isopropyl-1H-benzimidazol-2-yl)-4-(3-oxopiperazin-1-yl)pyridine-2-carboxamide,CC(C)C1=CC2=C(C=C1)N=C(N2)NC(=O)C3=NC=CC(=C3)N4CCNC(=O)C4,C20H22N6O2,5,3,4,2.2698,378.180423944,28,103.01,0.2718182700708669,0,0.7891484874971064,0.38028169014084506,0.4824983894799104,0.5847150888189757,0.686931788158041,0.5478126692560982,0.5132392276786274
66940341,6-cyano-2-(isoquinoline-3-carbonylamino)-1H-benzimidazole-4-carboxylic acid,C1=CC=C2C=NC(=CC2=C1)C(=O)NC3=NC4=C(C=C(C=C4N3)C#N)C(=O)O,C19H11N5O3,5,3,3,2.93328,357.086189212,27,131.76,0.2049180327868852,0,0.8246056406939494,0.390625,0.49912016017348737,0.6076153203469747,0.716110480520462,0.5675487453920359,0.5301241881329363
132971696,"N-(5-cyano-1-ethyl-benzimidazol-2-yl)-5,6,7,8-tetrahydroquinoline-2-carboxamide",CCN1C2=C(C=C(C=C2)C#N)N=C1NC(=O)C3=NC4=C(CCCC4)C=C3,C20H19N5O,5,1,3,3.4539800000000023,345.158960228,26,83.60000000000001,0.3110047846889952,0,0.23582564512984444,0.22077922077922077,0.2245408268668767,0.22830243295453262,0.23206403904218853,0.22817844370475512,0.22805452179256075
137921158,N-(5-cyano-1-ethyl-benzimidazol-2-yl)pyridine-2-carboxamide,CCN1C2=C(C=C(C=C2)C#N)N=C1NC(=O)C3=CC=CC=N3,C16H13N5O,5,1,3,2.5751800000000005,291.1120100360001,22,83.60000000000001,0.2631578947368421,0,0.23434925735014384,0.3968253968253968,0.35620636195658356,0.3155873270877703,0.2749682922189571,0.3049520241672579,0.2946751312920881
155517625,tert-butyl N-[4-[5-carbamoyl-7-methoxy-2-(pyridine-2-carbonylamino)benzimidazol-1-yl]butyl]carbamate,CC(C)(C)OC(=O)NCCCCN1C2=C(C=C(C=C2OC)C(=O)N)N=C1NC(=O)C3=CC=CC=N3,C24H30N6O5,8,3,9,3.096,482.2277680600001,35,150.45999999999998,0.2326199654393194,0,0.5568176121072256,0.2926829268292683,0.35871659814875756,0.4247502694682469,0.4907839407877363,0.40369667873494697,0.38368665104239613
66940413,methyl 2-(isoquinoline-3-carbonylamino)-6-(trifluoromethyl)-1H-benzimidazole-4-carboxylate,COC(=O)C1=C2C(=CC(=C1)C(F)(F)F)NC(=N2)NC(=O)C3=CC4=CC=CC=C4C=N3,C20H13F3N4O3,5,2,3,4.168800000000002,414.093974936,30,96.97,0.3093740332061462,0,0.6110777758546876,0.373134328358209,0.43262019023232867,0.4921060521064483,0.551591913980568,0.47750821507924557,0.4633434083815025
58724414,N-[6-(3-furyl)-4-[(4-methylsulfonylphenyl)methylcarbamoyl]-1H-benzimidazol-2-yl]isoquinoline-3-carboxamide,CS(=O)(=O)C1=CC=C(C=C1)CNC(=O)C2=C3C(=CC(=C2)C4=COC=C4)NC(=N3)NC(=O)C5=CC6=CC=CC=C6C=N5,C30H23N5O5S,7,3,7,4.956900000000003,565.141989836,41,147.05,0.2788167290037402,1,0.5659550942106986,0.2976190476190476,0.36470305926696034,0.4317870709148731,0.49887108256278584,0.41041322607115927,0.39009740559680695
172439415,"N-[6-cyano-1-(2,2,2-trifluoroethyl)benzimidazol-2-yl]-3,5-difluoro-pyridine-2-carboxamide",C1=CC2=C(C=C1C#N)N(C(=N2)NC(=O)C3=C(C=C(C=N3)F)F)CC(F)(F)F,C16H8F5N5O,5,1,3,3.395780000000001,381.064900976,27,83.60000000000001,0.3229665071770334,0,0.19402841957880065,0.19230769230769232,0.19273787412546942,0.19316805594324649,0.19359823776102356,0.1931661399192618,0.19316422391428203
166454308,methyl 6-[[1-[5-(tert-butoxycarbonylamino)pentyl]-5-(hydroxymethyl)benzimidazol-2-yl]carbamoyl]pyridine-2-carboxylate,CC(C)(C)OC(=O)NCCCCCN1C2=C(C=C(C=C2)CO)N=C1NC(=O)C3=NC(=CC=C3)C(=O)OC,C26H33N5O6,9,3,10,3.6575000000000024,511.243083776,37,144.67,0.2557544757033248,1,0.5251241407836867,0.20930232558139536,0.28825777938196817,0.36721323318254107,0.44616868698311385,0.33152632457311393,0.2993075792296455
67891554,N-[4-[(4-methylsulfinylphenyl)methylcarbamoyl]-6-propyl-1H-benzimidazol-2-yl]isoquinoline-3-carboxamide,CCCC1=CC(=C2C(=C1)NC(=N2)NC(=O)C3=CC4=CC=CC=C4C=N3)C(=O)NCC5=CC=C(C=C5)S(=O)C,C29H27N5O3S,5,3,8,4.983300000000003,525.183460724,38,116.84,0.3252310852447792,1,0.6135232978520484,0.31645569620253167,0.3907225966149108,0.46498949702729003,0.5392563974396692,0.44062789557430787,0.41754264042408773
58190971,N-[6-[2-(3H-indol-2-yl)acetyl]-1H-benzimidazol-2-yl]isoquinoline-3-carboxamide,C1C2=CC=CC=C2N=C1CC(=O)C3=CC4=C(C=C3)N=C(N4)NC(=O)C5=CC6=CC=CC=C6C=N5,C27H19N5O2,5,2,5,5.265000000000004,445.153874848,34,100.1,0.3396603396603396,1,0.533748156679384,0.375,0.414687039169846,0.454374078339692,0.494061117509538,0.44738748166971437,0.4405083130757557
41766515,N-[1-(2-furylmethyl)-5-(trifluoromethyl)benzimidazol-2-yl]pyridine-2-carboxamide,C1=CC=NC(=C1)C(=O)NC2=NC3=C(N2CC4=CC=CO4)C=CC(=C3)C(F)(F)F,C19H13F3N4O2,5,1,4,4.343700000000002,386.099060316,28,72.95,0.3838245373543523,0,0.22876757351702054,0.3194444444444444,0.29677522671258844,0.27410600898073245,0.2514367912488765,0.27033040973787653,0.26660681646780343
166363689,N-(6-cyano-1H-benzimidazol-2-yl)-6-(4-methylpiperazin-1-yl)pyridine-2-carboxamide,CN1CCN(CC1)C2=CC=CC(=N2)C(=O)NC3=NC4=C(N3)C=C(C=C4)C#N,C19H19N7O,6,2,3,1.8336799999999995,361.16510822800007,27,100.94,0.2674856350307113,0,0.5659127544847865,0.4090909090909091,0.4482963704393784,0.4875018317878478,0.5267072931363171,0.4811546146493056,0.47489003753953224
58026472,N-[6-cyano-4-(1H-imidazol-2-ylcarbamoyl)-1H-benzimidazol-2-yl]isoquinoline-3-carboxamide,C1=CC=C2C=NC(=CC2=C1)C(=O)NC3=NC4=C(C=C(C=C4N3)C#N)C(=O)NC5=NC=CN5,C22H14N8O2,6,4,4,3.2104799999999996,422.1239716880001,32,152.23999999999998,0.210194429847609,0,0.8088469153431066,0.37681159420289856,0.4848204244879506,0.5928292547730025,0.7008380850580546,0.5520714588135606,0.5141158152750674
67891586,N-[6-(3-furyl)-4-[(4-methylsulfinylphenyl)methylcarbamoyl]-1H-benzimidazol-2-yl]isoquinoline-3-carboxamide,CS(=O)C1=CC=C(C=C1)CNC(=O)C2=C3C(=CC(=C2)C4=COC=C4)NC(=N3)NC(=O)C5=CC6=CC=CC=C6C=N5,C30H23N5O4S,6,3,7,5.2908000000000035,549.147075216,40,129.98000000000002,0.3077396522541929,2,0.5959590184311712,0.2976190476190476,0.3722040403220785,0.4467890330251094,0.5213740257281403,0.4211517012733863,0.3969854727286906
132291604,N-(1-ethyl-5-methyl-benzimidazol-2-yl)-3-(trifluoromethyl)pyridine-2-carboxamide,CCN1C2=C(C=C(C=C2)C)N=C1NC(=O)C3=C(C=CC=N3)C(F)(F)F,C17H15F3N4O,4,1,3,4.030720000000002,348.11979576000004,25,59.81,0.4179903026249791,0,0.2603005316978799,0.3382352941176471,0.31875160351270526,0.2992679129077635,0.27978422230282174,0.2967201154249781,0.2941940084466983
58724501,N-[6-isopropyl-4-[(4-methylsulfonylphenyl)methylcarbamoyl]-1H-benzimidazol-2-yl]isoquinoline-3-carboxamide,CC(C)C1=CC(=C2C(=C1)NC(=N2)NC(=O)C3=CC4=CC=CC=C4C=N3)C(=O)NCC5=CC=C(C=C5)S(=O)(=O)C,C29H27N5O4S,6,3,7,4.820300000000003,541.178375344,39,133.91,0.2912403853334329,1,0.5993747948503249,0.31645569620253167,0.38718547086447996,0.45791524552642826,0.5286450201883766,0.43551758631610865,0.4142154467308779
