cid,iupac_name,smiles_canonical,molecular_formula,hydrogen_bond_acceptors,hydrogen_bond_donors,rotatable_bonds,log_p,molecular_weight,heavy_atom_count,polar_surface_area,atom_surface_coefficient,no_lipinski_violations
42281689,"N-(2-pyridylmethyl)-1,3-benzothiazol-2-amine",C1=CC=C2C(=C1)N=C(S2)NCC3=CC=CC=N3,C13H11N3S,4,1,3,3.303400000000001,241.067368352,17,37.81,0.449616503570484,0
4263237,5-bromo-2-hydroxy-N-(4-methylthiazol-2-yl)benzamide,CC1=CSC(=N1)NC(=O)C2=C(C=CC(=C2)Br)O,C11H9BrN2O2S,4,2,2,3.1719200000000005,311.956810628,17,62.22,0.273224043715847,0
2902912,1-[[(1-butylbenzimidazol-2-yl)amino]methyl]naphthalen-2-ol,CCCCN1C2=CC=CC=C2N=C1NCC3=C(C=CC4=CC=CC=C43)O,C22H23N3O,4,2,6,5.307300000000005,345.184112356,26,50.08,0.5191693290734825,1
168266507,2-[(1H-benzimidazol-2-ylamino)methyl]-6-tert-butyl-phenol,CC(C)(C)C1=CC=CC(=C1O)CNC2=NC3=CC=CC=C3N2,C18H21N3O,3,3,3,4.178100000000002,295.168462292,22,60.94,0.36101083032490977,0
1287491,"2-chloro-N-(6-fluoro-1,3-benzothiazol-2-yl)-5-iodo-benzamide",C1=CC2=C(C=C1F)SC(=N2)NC(=O)C3=C(C=CC(=C3)I)Cl,C14H7ClFIN2OS,3,1,2,4.945700000000001,431.899637744,21,41.99,0.5001190759704691,0
135028587,"N-methyl-N-(p-tolylmethyl)-1,3-benzoxazol-2-amine",CC1=CC=C(C=C1)CN(C)C2=NC3=CC=CC=C3O2,C16H16N2O,3,0,3,3.7726200000000025,252.126263132,19,29.270000000000003,0.6491288008199521,0
1286237,4-bromo-2-[(4-chloroanilino)methyl]phenol,C1=CC(=CC=C1NCC2=C(C=CC(=C2)Br)O)Cl,C13H11BrClNO,2,2,3,4.420200000000002,310.971253752,17,32.26,0.5269683818970862,0
15094709,N-benzyl-5-methyl-pyridin-2-amine,CC1=CN=C(C=C1)NCC2=CC=CC=C2,C13H14N2,2,1,3,3.0021200000000015,198.115698448,15,24.92,0.6019261637239165,0
35280468,3-chloro-N-(1-methylbenzimidazol-2-yl)benzamide,CN1C2=CC=CC=C2N=C1NC(=O)C3=CC(=CC=C3)Cl,C15H12ClN3O,3,1,2,3.479000000000002,285.066889684,20,46.92,0.42625745950554134,0
934353,1-ethyl-N-(1-naphthylmethyl)benzimidazol-2-amine,CCN1C2=CC=CC=C2N=C1NCC3=CC=CC4=CC=CC=C43,C20H19N3,3,1,4,4.821500000000003,301.15789760800004,23,29.85,0.7705192629815745,0
45272513,"N-[(1R)-2-(4-chlorophenyl)-1-methyl-ethyl]-1,3-benzothiazol-2-amine",CC(CC1=CC=C(C=C1)Cl)NC2=NC3=CC=CC=C3S2,C16H15ClN2S,3,1,4,4.992800000000003,302.06444716000004,20,24.92,0.8025682182985553,0
135473189,"4-bromo-2-[(E)-(6-methoxy-1,3-benzothiazol-2-yl)iminomethyl]phenol",COC1=CC2=C(C=C1)N=C(S2)N=CC3=C(C=CC(=C3)Br)O,C15H11BrN2O2S,5,1,3,4.523600000000003,361.972460692,21,54.71000000000001,0.38384207640285134,0
33370309,N-benzylquinoxalin-2-amine,C1=CC=C(C=C1)CNC2=NC3=CC=CC=C3N=C2,C15H13N3,3,1,3,3.241900000000001,235.110947416,18,37.81,0.47606453319227715,0
45496612,"4,5-dimethyl-N-(4-pyridylmethyl)-1,3-benzothiazol-2-amine",CC1=C(C2=C(C=C1)SC(=N2)NCC3=CC=NC=C3)C,C15H15N3S,4,1,3,3.9202400000000024,269.09866848,19,37.81,0.5025125628140703,0
23604679,1-ethyl-N-[(2-fluorophenyl)methyl]benzimidazol-2-amine,CCN1C2=CC=CC=C2N=C1NCC3=CC=CC=C3F,C16H16FN3,3,1,4,3.807400000000002,269.132825732,20,29.85,0.6700167504187604,0
135451339,2-methoxy-6-[(E)-(1-methylbenzimidazol-2-yl)iminomethyl]phenol,CN1C2=CC=CC=C2N=C1N=CC3=C(C(=CC=C3)OC)O,C16H15N3O2,5,1,3,3.0381000000000022,281.11642672,21,59.64,0.352112676056338,0
134146371,N-(5-bromo-2-hydroxy-phenyl)-1H-indole-2-carboxamide,C1=CC=C2C(=C1)C=C(N2)C(=O)NC3=C(C=CC(=C3)Br)O,C15H11BrN2O2,2,3,2,3.8883000000000014,330.000389692,20,65.12,0.3071253071253071,0
561438,"N-benzyl-[1,2,4]triazolo[4,3-b][1,2,4,5]tetrazin-6-amine",C1=CC=C(C=C1)CNC2=NN3C=NN=C3N=N2,C10H9N7,7,1,3,0.5263999999999998,227.09194328799998,17,80.89,0.21016194832488563,0
938000,N-[(3-methoxyphenyl)methyl]-1-methyl-benzimidazol-2-amine,CN1C2=CC=CC=C2N=C1NCC3=CC(=CC=C3)OC,C16H17N3O,4,1,4,3.1940000000000017,267.137162164,20,39.08,0.5117707267144319,0
51047295,4-bromo-2-[(2-chloroanilino)methyl]phenol,C1=CC=C(C(=C1)NCC2=C(C=CC(=C2)Br)O)Cl,C13H11BrClNO,2,2,3,4.420200000000002,310.971253752,17,32.26,0.5269683818970862,0
33678370,"4-methyl-N-(3-pyridylmethyl)-1,3-benzothiazol-2-amine",CC1=C2C(=CC=C1)SC(=N2)NCC3=CN=CC=C3,C14H13N3S,4,1,3,3.6118200000000016,255.083018416,18,37.81,0.47606453319227715,0
923826,N-(2-furylmethyl)-1H-benzimidazol-2-amine,C1=CC=C2C(=C1)NC(=N2)NCC3=CC=CO3,C12H11N3O,3,2,3,2.7680000000000007,213.090211972,16,53.85,0.2971216341689879,0
12225375,N-benzylquinolin-2-amine,C1=CC=C(C=C1)CNC2=NC3=CC=CC=C3C=C2,C16H14N2,2,1,3,3.8469000000000024,234.115698448,18,24.92,0.7223113964686998,0
134854259,N-benzyl-1-prop-2-ynyl-benzimidazol-2-amine,C#CCN1C2=CC=CC=C2N=C1NCC3=CC=CC=C3,C17H15N3,3,1,4,3.281600000000001,261.12659748,20,29.85,0.6700167504187604,0
136851684,4-methyl-2-(2-quinolylazo)phenol,CC1=CC(=C(C=C1)O)N=NC2=NC3=CC=CC=C3C=C2,C16H13N3O,4,1,2,4.664220000000003,263.105862036,20,57.84,0.3457814661134163,0
886111,N-benzyl-1-isopropyl-benzimidazol-2-amine,CC(C)N1C2=CC=CC=C2N=C1NCC3=CC=CC=C3,C17H19N3,3,1,4,4.229300000000003,265.157897608,20,29.85,0.6700167504187604,0
4786852,"N-(4,5-dihydrothiazol-2-yl)-2-hydroxy-5-iodo-benzamide",C1CSC(=N1)NC(=O)C2=C(C=CC(=C2)I)O,C10H9IN2O2S,4,2,1,1.8294000000000001,347.942946528,16,61.69,0.259361322742746,0
155569912,"N-[(4-fluorophenyl)methyl]-N-methyl-1,3-benzoxazol-2-amine",CN(CC1=CC=C(C=C1)F)C2=NC3=CC=CC=C3O2,C15H13FN2O,3,0,3,3.6033000000000026,256.101191256,19,29.270000000000003,0.6491288008199521,0
165348081,"2-[[(5-chloro-1,3-benzoxazol-2-yl)amino]methyl]phenol",C1=CC=C(C(=C1)CNC2=NC3=C(O2)C=CC(=C3)Cl)O,C14H11ClN2O2,4,2,3,3.798900000000002,274.050905272,19,58.290000000000006,0.32595642477268827,0
164618628,3-bromo-4-methyl-N-(2-quinolyl)benzamide,CC1=C(C=C(C=C1)C(=O)NC2=NC3=CC=CC=C3C=C2)Br,C17H13BrN2O,2,1,2,4.558020000000002,340.021125136,21,41.99,0.5001190759704691,0
135458823,"2-[(E)-1,3-benzothiazol-2-yliminomethyl]-4-bromo-phenol",C1=CC=C2C(=C1)N=C(S2)N=CC3=C(C=CC(=C3)Br)O,C14H9BrN2OS,4,1,2,4.515000000000002,331.961896008,19,45.480000000000004,0.41776605101143355,0
890826,2-[[(5-bromo-2-pyridyl)amino]methyl]-4-methyl-phenol,CC1=CC(=C(C=C1)O)CNC2=NC=C(C=C2)Br,C13H13BrN2O,3,2,3,3.470220000000001,292.021125136,17,45.15,0.37652270210409744,0
1092987,N-benzyl-1-ethyl-benzimidazol-2-amine,CCN1C2=CC=CC=C2N=C1NCC3=CC=CC=C3,C16H17N3,3,1,4,3.668300000000002,251.14224754399999,19,29.85,0.6365159128978224,0
78837211,"N-[(3-fluorophenyl)methyl]-N-methyl-1,3-benzoxazol-2-amine",CN(CC1=CC(=CC=C1)F)C2=NC3=CC=CC=C3O2,C15H13FN2O,3,0,3,3.6033000000000026,256.101191256,19,29.270000000000003,0.6491288008199521,0
43400469,N-[2-(3-fluorophenyl)ethyl]quinolin-2-amine,C1=CC=C2C(=C1)C=CC(=N2)NCCC3=CC(=CC=C3)F,C17H15FN2,2,1,4,4.028500000000002,266.1219267,20,24.92,0.8025682182985553,0
5020743,"2,4-dibromo-6-[[(3-isopropyl-1H-benzimidazol-3-ium-2-yl)amino]methyl]phenol",CC(C)[N+]1=C(NC2=CC=CC=C21)NCC3=C(C(=CC(=C3)Br)Br)O,C17H18Br2N3O+,2,3,4,4.879000000000003,437.98111281609,23,51.92999999999999,0.44290390910841526,0
749150,1-ethyl-N-(2-thienylmethyl)benzimidazol-2-amine,CCN1C2=CC=CC=C2N=C1NCC3=CC=CS3,C14H15N3S,4,1,4,3.729800000000002,257.09866848,18,29.85,0.6030150753768844,0
1314944,"5-bromo-2-chloro-N-(6-chloro-1,3-benzothiazol-2-yl)benzamide",C1=CC2=C(C=C1Cl)SC(=N2)NC(=O)C3=C(C=CC(=C3)Br)Cl,C14H7BrCl2N2OS,3,1,2,5.6179000000000014,399.883951304,21,41.99,0.5001190759704691,1
44274592,"3,5-dibromo-N-(4-chloro-1,3-benzothiazol-2-yl)-2-hydroxy-benzamide",C1=CC2=C(C(=C1)Cl)N=C(S2)NC(=O)C3=C(C(=CC(=C3)Br)Br)O,C14H7Br2ClN2O2S,4,2,2,5.432600000000001,459.828350344,22,62.22,0.35358405657344905,1
1608247,4-bromo-2-[[(3-decyl-1H-benzimidazol-3-ium-2-yl)amino]methyl]phenol,CCCCCCCCCC[N+]1=C(NC2=CC=CC=C21)NCC3=C(C=CC(=C3)Br)O,C24H33BrN3O+,2,3,12,6.676300000000007,458.18015119609,29,51.92999999999999,0.5584440593106105,1
7342829,1-allyl-N-(p-tolylmethyl)benzimidazol-2-amine,CC1=CC=C(C=C1)CNC2=NC3=CC=CC=C3N2CC=C,C18H19N3,3,1,5,4.142820000000003,277.15789760800004,21,29.85,0.7035175879396984,0
23610779,"2-[(3,5-difluorophenyl)methylamino]-5,6-dimethyl-1H-[1,2,4]triazolo[1,5-a]pyrimidin-7-one",CC1=C(N=C2N=C(NN2C1=O)NCC3=CC(=CC(=C3)F)F)C,C14H13F2N5O,5,2,3,1.9247399999999995,305.108816476,22,75.08,0.2930207778369739,0
121352591,"5-chloro-2-hydroxy-N-[4-(trifluoromethyl)-1,3-benzothiazol-2-yl]benzamide",C1=CC(=C2C(=C1)SC(=N2)NC(=O)C3=C(C=CC(=C3)Cl)O)C(F)(F)F,C15H8ClF3N2O2S,4,2,2,4.926400000000002,371.99471083599997,24,62.22,0.3857280617164899,0
2039780,"N-[(2-chlorophenyl)methyl]-5,7-dimethyl-[1,2,4]triazolo[1,5-a]pyrimidin-2-amine",CC1=CC(=NC2=NC(=NN12)NCC3=CC=CC=C3Cl)C,C14H14ClN5,5,1,3,3.0066400000000018,287.093773128,20,55.11,0.3629105425512611,0
2958796,"5-bromo-N-(4-chloro-1,3-benzothiazol-2-yl)-2-methoxy-3-methyl-benzamide",CC1=CC(=CC(=C1OC)C(=O)NC2=NC3=C(S2)C=CC=C3Cl)Br,C16H12BrClN2O2S,4,1,3,5.281520000000002,409.949138404,23,51.22,0.4490433424443577,1
9666325,"N-[(Z)-(3-methylcyclohexylidene)amino]-1,3-benzothiazol-2-amine",CC1CCCC(=NNC2=NC3=CC=CC=C3S2)C1,C14H17N3S,4,1,2,4.274300000000003,259.114318544,18,37.28,0.48283261802575106,0
15669711,2-methoxy-4-[[(1-methylbenzimidazol-2-yl)amino]methyl]phenol,CN1C2=CC=CC=C2N=C1NCC3=CC(=C(C=C3)O)OC,C16H17N3O2,5,2,4,2.8996000000000004,283.132076784,21,59.31,0.35407182599898834,0
929669,4-bromo-2-[[(4-methyl-2-pyridyl)amino]methyl]phenol,CC1=CC(=NC=C1)NCC2=C(C=CC(=C2)Br)O,C13H13BrN2O,3,2,3,3.4702200000000016,292.02112513599997,17,45.150000000000006,0.3765227021040974,0
888841,2-[[(5-bromo-2-pyridyl)amino]methyl]-4-chloro-phenol,C1=CC(=C(C=C1Cl)CNC2=NC=C(C=C2)Br)O,C12H10BrClN2O,3,2,3,3.8152000000000013,311.96650272,17,45.150000000000006,0.3765227021040974,0
4647637,4-bromo-2-[[(3-heptyl-1H-benzimidazol-3-ium-2-yl)amino]methyl]phenolate,CCCCCCC[N+]1=C(NC2=CC=CC=C21)NCC3=C(C=CC(=C3)Br)[O-],C21H26BrN3O,2,2,9,4.874000000000004,415.12592455199996,26,54.75999999999999,0.4747991234477722,0
9992731,"6-chloro-N-(3-pyridylmethyl)-1,3-benzoxazol-2-amine",C1=CC(=CN=C1)CNC2=NC3=C(O2)C=C(C=C3)Cl,C13H10ClN3O,4,1,3,3.4883000000000015,259.05123962,18,50.95,0.35328753680078506,0
135501443,(E)-2-(1H-benzimidazol-2-yl)-3-(2-hydroxyphenyl)prop-2-enenitrile,C1=CC=C(C(=C1)C=C(C#N)C2=NC3=CC=CC=C3N2)O,C16H11N3O,3,2,2,3.332680000000002,261.090211972,20,72.7,0.2751031636863824,0
16012604,N-(o-tolylmethyl)-1-propyl-benzimidazol-2-amine,CCCN1C2=CC=CC=C2N=C1NCC3=CC=CC=C3C,C18H21N3,3,1,5,4.366820000000003,279.17354767200004,21,29.85,0.7035175879396984,0
715151,4-bromo-2-[[(1-methylbenzimidazol-2-yl)amino]methyl]phenol,CN1C2=CC=CC=C2N=C1NCC3=C(C=CC(=C3)Br)O,C15H14BrN3O,4,2,3,3.6535000000000015,331.03202416799996,20,50.08,0.3993610223642173,0
3750653,4-bromo-2-[[(1-pentylbenzimidazol-2-yl)amino]methyl]phenol,CCCCCN1C2=CC=CC=C2N=C1NCC3=C(C=CC(=C3)Br)O,C19H22BrN3O,4,2,7,5.306700000000005,387.094624424,24,50.08,0.4792332268370607,1
2190149,4-chloro-2-[(thiazol-2-ylamino)methyl]phenol,C1=CC(=C(C=C1Cl)CNC2=NC=CS2)O,C10H9ClN2OS,4,2,3,3.1142000000000007,240.012411588,15,45.150000000000006,0.3322259136212624,0
16012602,N-[(3-chlorophenyl)methyl]-1-ethyl-benzimidazol-2-amine,CCN1C2=CC=CC=C2N=C1NCC3=CC(=CC=C3)Cl,C16H16ClN3,3,1,4,4.3217000000000025,285.10327519199996,20,29.85,0.6700167504187604,0
102040424,N-methyl-2-[(1-methylbenzimidazol-2-yl)methyleneamino]aniline,CNC1=CC=CC=C1N=CC2=NC3=CC=CC=C3N2C,C16H16N4,4,1,3,3.3656000000000015,264.137496512,20,42.21,0.4738213693437574,0
1579426,"5-bromo-N-(4,5,6,7-tetrahydro-1,3-benzothiazol-2-yl)pyridine-3-carboxamide",C1CCC2=C(C1)N=C(S2)NC(=O)C3=CC(=CN=C3)Br,C13H12BrN3OS,4,1,2,3.431700000000002,336.988445104,19,54.88,0.3462099125364431,0
890291,2-[[(1-allylbenzimidazol-2-yl)amino]methyl]phenol,C=CCN1C2=CC=CC=C2N=C1NCC3=CC=CC=C3O,C17H17N3O,4,2,5,3.5400000000000023,279.137162164,21,50.08,0.41932907348242815,0
747502,"2-hydroxy-N-(4,5,6,7-tetrahydro-1,3-benzothiazol-2-yl)benzamide",C1CCC2=C(C1)N=C(S2)NC(=O)C3=CC=CC=C3O,C14H14N2O2S,4,2,2,2.9798000000000013,274.07759868799997,19,62.22,0.3053680488588878,0
2966475,"5,7-dimethyl-N-(2-thienylmethyl)-[1,2,4]triazolo[1,5-a]pyrimidin-2-amine",CC1=CC(=NC2=NC(=NN12)NCC3=CC=CS3)C,C12H13N5S,6,1,3,2.41474,259.089166416,18,55.11,0.326619488296135,0
4340133,"N-benzyl-6-chloro-1,3-benzothiazol-2-amine",C1=CC=C(C=C1)CNC2=NC3=C(S2)C=C(C=C3)Cl,C14H11ClN2S,3,1,3,4.561800000000002,274.03314703200004,18,24.92,0.7223113964686998,0
135541803,"2-[(Z)-(1,3-benzothiazol-2-ylhydrazono)methyl]-4-bromo-phenol",C1=CC=C2C(=C1)N=C(S2)NN=CC3=C(C=CC(=C3)Br)O,C14H10BrN3OS,5,2,3,4.210400000000002,346.97279503999994,20,57.510000000000005,0.3477656059815684,0
17832654,N-benzylquinazolin-2-amine,C1=CC=C(C=C1)CNC2=NC3=CC=CC=C3C=N2,C15H13N3,3,1,3,3.241900000000001,235.110947416,18,37.81,0.47606453319227715,0
86245835,"2-[[(7-chloro-6-fluoro-1,3-benzothiazol-2-yl)amino]methyl]phenol",C1=CC=C(C(=C1)CNC2=NC3=C(S2)C(=C(C=C3)F)Cl)O,C14H10ClFN2OS,4,2,3,4.406500000000002,308.01863984,20,45.150000000000006,0.44296788482834987,0
139233588,"N-[(2,3,4,5-tetrafluorophenyl)methyl]quinoxalin-2-amine",C1=CC=C2C(=C1)N=CC(=N2)NCC3=CC(=C(C(=C3F)F)F)F,C15H9F4N3,3,1,3,3.798300000000001,307.07326016800005,22,37.81,0.5818566516794499,0
29796348,N-(p-tolylmethyl)quinolin-2-amine,CC1=CC=C(C=C1)CNC2=NC3=CC=CC=C3C=C2,C17H16N2,2,1,3,4.155320000000002,248.131348512,19,24.92,0.7624398073836276,0
1224054,4-bromo-2-[[(5-bromo-3-methyl-2-pyridyl)amino]methyl]phenol,CC1=CC(=CN=C1NCC2=C(C=CC(=C2)Br)O)Br,C13H12Br2N2O,3,2,3,4.232720000000002,369.9316372039999,18,45.150000000000006,0.3986710963455149,0
4598783,"4-bromo-2-[(3,4-dichloroanilino)methyl]-6-methoxy-phenol",COC1=CC(=CC(=C1O)CNC2=CC(=C(C=C2)Cl)Cl)Br,C14H12BrCl2NO2,3,2,4,5.082200000000002,374.94284608400005,20,41.49,0.4820438659918052,1
975935,N-[(4-bromophenyl)methyl]-1-propyl-benzimidazol-2-amine,CCCN1C2=CC=CC=C2N=C1NCC3=CC=C(C=C3)Br,C17H18BrN3,3,1,5,4.820900000000003,343.068409676,21,29.85,0.7035175879396984,0
4399362,"3-bromo-N-(4-methoxy-1,3-benzothiazol-2-yl)benzamide",COC1=C2C(=CC=C1)SC(=N2)NC(=O)C3=CC(=CC=C3)Br,C15H11BrN2O2S,4,1,3,4.319700000000002,361.9724606920001,21,51.22,0.4099960952752831,0
787413,2-[(1H-benzimidazol-2-ylamino)methyl]-4-chloro-phenol,C1=CC=C2C(=C1)NC(=N2)NCC3=C(C=CC(=C3)Cl)O,C14H12ClN3O,3,3,3,3.534000000000001,273.066889684,19,60.94,0.31178208073514935,0
696305,"N-(1,3-benzothiazol-2-yl)-2-hydroxy-benzamide",C1=CC=C(C(=C1)C(=O)NC2=NC3=CC=CC=C3S2)O,C14H10N2O2S,4,2,2,3.2542000000000013,270.04629855999997,19,62.22,0.3053680488588878,0
956336,"N-[(4-methoxyphenyl)methyl]-1,3-benzothiazol-2-amine",COC1=CC=C(C=C1)CNC2=NC3=CC=CC=C3S2,C15H14N2OS,4,1,4,3.9170000000000025,270.082684068,19,34.15,0.5563689604685212,0
1041881,"2,4-dibromo-6-(4,5,6,7-tetrahydro-1,3-benzothiazol-2-yliminomethyl)phenol",C1CCC2=C(C1)N=C(S2)N=CC3=C(C(=CC(=C3)Br)Br)O,C14H12Br2N2OS,4,1,2,5.003100000000003,413.903708204,20,45.480000000000004,0.4397537379067722,1
4247652,"N-(1H-benzimidazol-2-yl)-3,5-dichloro-2-hydroxy-benzamide",C1=CC=C2C(=C1)NC(=N2)NC(=O)C3=C(C(=CC(=C3)Cl)Cl)O,C14H9Cl2N3O2,3,3,2,3.827600000000001,321.007181888,21,78.01,0.26919625689014226,0
95803520,"N-[[3-(trifluoromethyl)phenyl]methyl]oxazolo[4,5-b]pyridin-2-amine",C1=CC(=CC(=C1)C(F)(F)F)CNC2=NC3=C(O2)C=CC=N3,C14H10F3N3O,4,1,3,3.8537000000000017,293.0775966,21,50.95,0.41216879293424924,0
10934746,"N-benzyl-[1,2,4]thiadiazolo[2,3-a]pyridin-4-ium-2-amine",C1=CC=C(C=C1)CNC2=NC3=CC=CC=[N+]3S2,C13H12N3S+,3,1,3,2.4939,242.07464480408998,17,29.020000000000003,0.585802894555479,0
3569371,4-bromo-2-[[(3-methyl-1H-benzimidazol-3-ium-2-yl)amino]methyl]phenol,C[N+]1=C(NC2=CC=CC=C21)NCC3=C(C=CC(=C3)Br)O,C15H15BrN3O+,2,3,3,3.0726000000000018,332.03930062009,20,51.92999999999999,0.3851338340073176,0
3550264,"2,4-dibromo-6-[[(1-propylbenzimidazol-2-yl)amino]methyl]phenol",CCCN1C2=CC=CC=C2N=C1NCC3=C(C(=CC(=C3)Br)Br)O,C17H17Br2N3O,4,2,5,5.289000000000003,436.97383636399996,23,50.08,0.45926517571884984,1
61401980,N-[(2-bromophenyl)methyl]-1H-benzimidazol-2-amine,C1=CC=C(C(=C1)CNC2=NC3=CC=CC=C3N2)Br,C14H12BrN3,2,2,3,3.9375000000000018,301.021459484,18,40.71,0.4421518054532056,0
135641156,2-[(E)-(1-methylbenzimidazol-2-yl)iminomethyl]phenol,CN1C2=CC=CC=C2N=C1N=CC3=CC=CC=C3O,C15H13N3O,4,1,2,3.029500000000002,251.105862036,19,50.41,0.3769093433842492,0
163325514,"2,4-dibromo-6-[[(1-methylbenzimidazol-2-yl)amino]methyl]phenol;hydrochloride",CN1C2=CC=CC=C2N=C1NCC3=C(C(=CC(=C3)Br)Br)O.Cl,C15H14Br2ClN3O,4,2,3,4.837800000000003,444.91921394799994,22,50.08,0.43929712460063897,0
47146208,"N-(1-phenylethyl)-1,3-benzoxazol-2-amine",CC(C1=CC=CC=C1)NC2=NC3=CC=CC=C3O2,C15H14N2O,3,1,3,4.000900000000002,238.110613068,18,38.06,0.4729374671571203,0
4268796,4-bromo-2-[[(3-ethyl-1H-benzimidazol-3-ium-2-yl)amino]methyl]phenolate,CC[N+]1=C(NC2=CC=CC=C21)NCC3=C(C=CC(=C3)Br)[O-],C16H16BrN3O,2,2,4,2.9235000000000007,345.04767423199996,21,54.75999999999999,0.383491599707816,0
975633,N-[[4-(dimethylamino)phenyl]methyl]-1-isopropyl-benzimidazol-2-amine,CC(C)N1C2=CC=CC=C2N=C1NCC3=CC=C(C=C3)N(C)C,C19H24N4,4,1,5,4.295300000000003,308.200096768,23,33.09,0.6950740404956179,0
42281699,"4-methoxy-N-(3-pyridylmethyl)-1,3-benzothiazol-2-amine",COC1=C2C(=CC=C1)SC(=N2)NCC3=CN=CC=C3,C14H13N3OS,5,1,4,3.312000000000001,271.077933036,19,47.04,0.40391156462585037,0
1327663,"5-bromo-N-(6-methoxy-1,3-benzothiazol-2-yl)-2,3,4-trimethyl-benzamide",CC1=C(C(=CC(=C1C)Br)C(=O)NC2=NC3=C(S2)C=C(C=C3)OC)C,C18H17BrN2O2S,4,1,3,5.244960000000003,404.019410884,24,51.22,0.46856696602889497,1
8122373,"5-chloro-2-hydroxy-N-(4,5,6,7-tetrahydro-1,3-benzothiazol-2-yl)benzamide",C1CCC2=C(C1)N=C(S2)NC(=O)C3=C(C=CC(=C3)Cl)O,C14H13ClN2O2S,4,2,2,3.6332000000000018,308.038626336,20,62.22,0.3214400514304082,0
589423,5-bromo-N-(3-chloro-4-fluoro-phenyl)-2-hydroxy-benzamide,C1=CC(=C(C=C1NC(=O)C2=C(C=CC(=C2)Br)O)Cl)F,C13H8BrClFNO2,2,2,2,4.1995000000000005,342.941096496,19,49.33,0.3851611595378066,0
2029519,"N-[(3-chlorophenyl)methyl]-5,7-dimethyl-[1,2,4]triazolo[1,5-a]pyrimidin-2-amine",CC1=CC(=NC2=NC(=NN12)NCC3=CC(=CC=C3)Cl)C,C14H14ClN5,5,1,3,3.0066400000000018,287.093773128,20,55.11,0.3629105425512611,0
42281693,"4-chloro-N-(2-pyridylmethyl)-1,3-benzothiazol-2-amine",C1=CC=NC(=C1)CNC2=NC3=C(S2)C=CC=C3Cl,C13H10ClN3S,4,1,3,3.956800000000001,275.028396,18,37.81,0.47606453319227715,0
1287520,"5-bromo-N-(6-fluoro-1,3-benzothiazol-2-yl)-2-methoxy-benzamide",COC1=C(C=C(C=C1)Br)C(=O)NC2=NC3=C(S2)C=C(C=C3)F,C15H10BrFN2O2S,4,1,3,4.458800000000002,379.96303888000006,22,51.22,0.4295197188598204,0
135799813,"2,4-dichloro-6-[(E)-4,5,6,7-tetrahydro-1,3-benzothiazol-2-yliminomethyl]phenol",C1CCC2=C(C1)N=C(S2)N=CC3=C(C(=CC(=C3)Cl)Cl)O,C14H12Cl2N2OS,4,1,2,4.784900000000003,326.004739364,20,45.480000000000004,0.4397537379067722,0
23604683,N-[(3-methyl-2-thienyl)methyl]-1-propyl-benzimidazol-2-amine,CCCN1C2=CC=CC=C2N=C1NCC3=C(C=CS3)C,C16H19N3S,4,1,5,4.428320000000003,285.129968608,20,29.85,0.6700167504187604,0
2214945,"3-bromo-N-(4-chloro-1,3-benzothiazol-2-yl)-4-ethoxy-benzamide",CCOC1=C(C=C(C=C1)C(=O)NC2=NC3=C(S2)C=CC=C3Cl)Br,C16H12BrClN2O2S,4,1,4,5.363200000000003,409.949138404,23,51.22,0.4490433424443577,1
1930357,"2,4-dibromo-6-[[(3-butyl-1H-benzimidazol-3-ium-2-yl)amino]methyl]phenol",CCCC[N+]1=C(NC2=CC=CC=C21)NCC3=C(C(=CC(=C3)Br)Br)O,C18H20Br2N3O+,2,3,6,5.098200000000004,451.99676288009,24,51.92999999999999,0.46216060080878113,1
7013067,N-[(4-chlorophenyl)methyl]-1-ethyl-benzimidazol-2-amine,CCN1C2=CC=CC=C2N=C1NCC3=CC=C(C=C3)Cl,C16H16ClN3,3,1,4,4.3217000000000025,285.10327519199996,20,29.85,0.6700167504187604,0
1608371,"2,4-dibromo-6-[[(3-hexyl-1H-benzimidazol-3-ium-2-yl)amino]methyl]phenol",CCCCCC[N+]1=C(NC2=CC=CC=C21)NCC3=C(C(=CC(=C3)Br)Br)O,C20H24Br2N3O+,2,3,8,5.8784000000000045,480.02806300809,26,51.92999999999999,0.5006739842095129,1
136269933,"2-(2-quinolylazo)benzene-1,3-diol",C1=CC=C2C(=C1)C=CC(=N2)N=NC3=C(C=CC=C3O)O,C15H11N3O2,5,2,2,4.061400000000003,265.085126592,20,78.07000000000001,0.2561803509670808,0
6487733,"N-(2-pyrrolidin-1-ylethyl)-1,3-benzothiazol-2-amine",C1CCN(C1)CCNC2=NC3=CC=CC=C3S2,C13H17N3S,4,1,4,2.8040000000000003,247.11431854399999,17,28.16,0.6036931818181818,0
1847983,"2-(benzylamino)-6-chloro-5-methyl-1H-[1,2,4]triazolo[1,5-a]pyrimidin-7-one",CC1=C(C(=O)N2C(=N1)N=C(N2)NCC3=CC=CC=C3)Cl,C13H12ClN5O,5,2,3,1.9915199999999997,289.073037684,20,75.08,0.26638252530633993,0
33678355,"N-benzyl-4-chloro-1,3-benzothiazol-2-amine",C1=CC=C(C=C1)CNC2=NC3=C(S2)C=CC=C3Cl,C14H11ClN2S,3,1,3,4.561800000000002,274.03314703200004,18,24.92,0.7223113964686998,0
