cid,iupac_name,smiles_canonical,molecular_formula,hydrogen_bond_acceptors,hydrogen_bond_donors,rotatable_bonds,log_p,molecular_weight,heavy_atom_count,polar_surface_area,atom_surface_coefficient,no_lipinski_violations,cosine_similarity,tanimoto_similarity,combined_25,combined_50,combined_75,combined_geometric,combined_harmonic,actividad_predicha
42281698,"N-(3-pyridylmethyl)-1,3-benzothiazol-2-amine",C1=CC=C2C(=C1)N=C(S2)NCC3=CN=CC=C3,C13H11N3S,4,1,3,3.303400000000001,241.067368352,17,37.81,0.449616503570484,0,0.9459070995941672,0.2096774193548387,0.3937348394146708,0.577792259474503,0.761849679534335,0.4453485821155439,0.3432641340206074,Media
122194077,N-[(3-amino-6-chloro-pyrazin-2-yl)methyl]quinolin-2-amine,C1=CC=C2C(=C1)C=CC(=N2)NCC3=NC(=CN=C3N)Cl,C14H12ClN5,5,2,3,2.8724999999999996,285.078123064,20,76.72,0.2606882168925964,0,0.96181918521291,0.2,0.3904547963032275,0.580909592606455,0.7713643889096826,0.4385930198288409,0.33114246948389,Media
975441,1-allyl-N-[(4-methoxyphenyl)methyl]benzimidazol-2-amine,COC1=CC=C(C=C1)CNC2=NC3=CC=CC=C3N2CC=C,C18H19N3O,4,1,6,3.843000000000002,293.152812228,22,39.08,0.5629477993858751,0,0.920584988241668,0.3442622950819672,0.4883429683718924,0.6324236416618176,0.7765043149517429,0.5629588802657637,0.5011240567118991,Media
3810675,"2,4-dibromo-6-[[(1-methylbenzimidazol-2-yl)amino]methyl]phenol",CN1C2=CC=CC=C2N=C1NCC3=C(C(=CC(=C3)Br)Br)O,C15H13Br2N3O,4,2,3,4.416000000000002,408.942536236,21,50.08,0.4193290734824281,0,0.9871059318348718,0.723404255319149,0.7893296744480798,0.8552550935770105,0.921180512705941,0.845030550654898,0.8349282417641889,Media
1265371,"5-methyl-2-(2-thienylmethylamino)-1H-[1,2,4]triazolo[1,5-a]pyrimidin-7-one",CC1=CC(=O)N2C(=N1)N=C(N2)NCC3=CC=CS3,C11H11N5OS,6,2,3,1.3996199999999996,261.068430972,18,75.08,0.2397442727757059,0,0.9176361463898768,0.1857142857142857,0.3686947508831835,0.5516752160520813,0.734655681220979,0.4128173221564299,0.308910272772372,Media
3978842,4-bromo-2-[[(3-octyl-1H-benzimidazol-3-ium-2-yl)amino]methyl]phenolate,CCCCCCCC[N+]1=C(NC2=CC=CC=C21)NCC3=C(C=CC(=C3)Br)[O-],C22H28BrN3O,2,2,10,5.264100000000004,429.141574616,27,54.75999999999999,0.4930606281957634,1,0.8808777162986554,0.2714285714285714,0.4237908576460924,0.5761531438636134,0.7285154300811344,0.4889738031205827,0.414985811818819,Media
15094709,N-benzyl-5-methyl-pyridin-2-amine,CC1=CN=C(C=C1)NCC2=CC=CC=C2,C13H14N2,2,1,3,3.0021200000000015,198.115698448,15,24.92,0.6019261637239165,0,0.894218185291727,0.1929824561403508,0.3682913884281949,0.5436003207160389,0.718909253003883,0.4154135550544359,0.3174545988046052,Media
155525618,5-bromo-4-fluoro-2-hydroxy-N-[4-(trifluoromethyl)phenyl]benzamide,C1=CC(=CC=C1C(F)(F)F)NC(=O)C2=CC(=C(C=C2O)F)Br,C14H8BrF4NO2,2,2,2,4.5649000000000015,376.96745347599995,22,49.33,0.4459760794648287,0,0.9483205715830936,0.1492537313432835,0.349020441403236,0.5487871514631886,0.7485538615231412,0.3762185319975242,0.2579149009611359,Media
4889185,N-[(2-methoxyphenyl)methyl]-1-propyl-benzimidazol-2-amine,CCCN1C2=CC=CC=C2N=C1NCC3=CC=CC=C3OC,C18H21N3O,4,1,6,4.067000000000003,295.168462292,22,39.08,0.5629477993858751,0,0.919382765870493,0.4210526315789473,0.5456351651518337,0.6702176987247201,0.7948002322976065,0.6221804665835325,0.5775862585167273,Media
935384,"2-(benzylamino)-5-methyl-1H-[1,2,4]triazolo[1,5-a]pyrimidin-7-one",CC1=CC(=O)N2C(=N1)N=C(N2)NCC3=CC=CC=C3,C13H13N5O,5,2,3,1.3381199999999995,255.112010036,19,75.08,0.2530633990410229,0,0.928605669925261,0.2153846153846154,0.3936898790197768,0.5719951426549381,0.7503004062900995,0.4472218409926168,0.3496662124305519,Media
4830102,"N-[(4-fluorophenyl)methyl]-4,8-dimethyl-quinolin-2-amine",CC1=C2C(=CC=C1)C(=CC(=N2)NCC3=CC=C(C=C3)F)C,C18H17FN2,2,1,3,4.602840000000002,280.137576764,21,24.92,0.8426966292134831,0,0.8827112848704805,0.1846153846153846,0.3591393596791585,0.5336633347429325,0.7081873098067064,0.4036856244167038,0.3053649609246689,Media
934525,"6-ethoxy-N-[(4-fluorophenyl)methyl]-1,3-benzothiazol-2-amine",CCOC1=CC2=C(C=C1)N=C(S2)NCC3=CC=C(C=C3)F,C16H15FN2OS,4,1,5,4.446200000000002,302.08891232,21,34.15,0.6149341142020498,0,0.925649683194192,0.1714285714285714,0.3599838493699765,0.5485391273113817,0.7370944052527868,0.3983501008325341,0.2892825596800367,Media
126665,"4-(1H-benzimidazol-2-ylazo)benzene-1,3-diol",C1=CC=C2C(=C1)NC(=N2)N=NC3=C(C=C(C=C3)O)O,C13H10N4O2,5,3,2,3.389500000000001,254.08037556,19,93.86,0.2024291497975708,0,0.9425274929072738,0.2131147540983606,0.3954679388005889,0.5778211235028172,0.7601743082050455,0.4481813415146574,0.3476275039309785,Media
23604680,1-ethyl-N-[(5-methyl-2-furyl)methyl]benzimidazol-2-amine,CCN1C2=CC=CC=C2N=C1NCC3=CC=C(O3)C,C15H17N3O,4,1,4,3.569720000000002,255.137162164,19,42.99,0.4419632472668062,0,0.947807387951028,0.3620689655172414,0.508503571125688,0.6549381767341347,0.8013727823425814,0.5858085356710222,0.5239756249609103,Media
1341123,4-bromo-2-[[(1-propylbenzimidazol-2-yl)amino]methyl]phenol,CCCN1C2=CC=CC=C2N=C1NCC3=C(C=CC(=C3)Br)O,C17H18BrN3O,4,2,5,4.526500000000003,359.06332429599996,22,50.08,0.4392971246006389,0,0.9894188245892171,0.7708333333333334,0.8254797061473043,0.8801260789612753,0.9347724517752464,0.8733138099336658,0.8665542685895256,Media
135496285,"2-[(Z)-N-(1,3-benzoxazol-2-ylamino)-C-methyl-carbonimidoyl]phenol",CC(=NNC1=NC2=CC=CC=C2O1)C3=CC=CC=C3O,C15H13N3O2,5,2,3,3.3695000000000017,267.100776656,20,70.65,0.2830856334041047,0,0.9684030223538208,0.2222222222222222,0.4087674222551218,0.5953126222880216,0.7818578223209213,0.4638972640943061,0.3614918675956865,Media
135468247,"2,4-dibromo-6-[(E)-(6-methyl-1,3-benzothiazol-2-yl)iminomethyl]phenol",CC1=CC2=C(C=C1)N=C(S2)N=CC3=C(C(=CC(=C3)Br)Br)O,C15H10Br2N2OS,4,1,2,5.585920000000002,423.88805814,21,45.48,0.4617414248021108,1,0.9049971660585084,0.1884057971014492,0.367553639340714,0.5467014815799788,0.7258493238192436,0.4129245844531491,0.3118826602646803,Media
20242515,2-[(1H-benzimidazol-2-ylamino)methyl]-4-methoxy-phenol,COC1=CC(=C(C=C1)O)CNC2=NC3=CC=CC=C3N2,C15H15N3O2,4,3,4,2.8892,269.11642672,20,70.17,0.2850220892119139,0,0.9617859062460944,0.3898305084745763,0.5328193579174558,0.6758082073603353,0.8187970568032148,0.612318127181938,0.5547927426629855,Media
929874,2-[[(1-allylbenzimidazol-2-yl)amino]methyl]-5-methoxy-phenol,COC1=CC(=C(C=C1)CNC2=NC3=CC=CC=C3N2CC=C)O,C18H19N3O2,5,2,6,3.5486000000000018,309.147726848,23,59.31,0.3877929522846063,0,0.977455411110006,0.4354838709677419,0.5709767560033079,0.706469641038874,0.84196252607444,0.6524308899251713,0.6025256308290938,Media
3883443,"3-bromo-N-(6-methyl-4,5,6,7-tetrahydro-1,3-benzothiazol-2-yl)benzamide",CC1CCC2=C(C1)SC(=N2)NC(=O)C3=CC(=CC=C3)Br,C15H15BrN2OS,3,1,2,4.282700000000003,350.00884620000005,20,41.99,0.4763038818766372,0,0.9445359167330996,0.1917808219178082,0.379969595621631,0.5681583693254539,0.7563471430292767,0.4256100027513032,0.3188263769783544,Media
76693,"2-[(6-methoxy-1,3-benzothiazol-2-yl)azo]-5-methyl-phenol",CC1=CC(=C(C=C1)N=NC2=NC3=C(S2)C=C(C=C3)OC)O,C15H13N3O2S,6,1,3,4.734320000000003,299.07284765599996,21,67.07000000000001,0.3131057104517667,0,0.9028328884977904,0.1549295774647887,0.3419054052230391,0.5288812329812896,0.71585706073954,0.3739993555292273,0.2644743454930378,Media
71778999,"N-(2-pyridylmethyl)-4-(trifluoromethyl)-1,3-benzothiazol-2-amine",C1=CC=NC(=C1)CNC2=NC3=C(C=CC=C3S2)C(F)(F)F,C14H10F3N3S,4,1,3,4.322200000000001,309.05475298,21,37.81,0.5554086220576566,0,0.9444769937133616,0.1739130434782608,0.3665540310370361,0.5591950185958112,0.7518360061545865,0.4052861562795958,0.2937380752860651,Media
137552864,"2-(1,3-benzothiazol-2-ylazo)phenol",C1=CC=C2C(=C1)N=C(S2)N=NC3=CC=CC=C3O,C13H9N3OS,5,1,2,4.417300000000003,255.046632908,18,57.84,0.3112033195020747,0,0.9090636710615132,0.2033898305084746,0.3798082906467342,0.5562267507849938,0.7326452109232535,0.4299933789939246,0.3324081513837199,Media
4268796,4-bromo-2-[[(3-ethyl-1H-benzimidazol-3-ium-2-yl)amino]methyl]phenolate,CC[N+]1=C(NC2=CC=CC=C21)NCC3=C(C=CC(=C3)Br)[O-],C16H16BrN3O,2,2,4,2.9235000000000007,345.04767423199996,21,54.75999999999999,0.383491599707816,0,0.9546709999548996,0.296875,0.4613239999887249,0.6257729999774498,0.7902219999661748,0.5323701279294424,0.4529085676784137,Media
4553019,"5-methyl-2-(p-tolylmethylamino)-1H-[1,2,4]triazolo[1,5-a]pyrimidin-7-one",CC1=CC=C(C=C1)CNC2=NC3=NC(=CC(=O)N3N2)C,C14H15N5O,5,2,3,1.6465399999999997,269.1276601,20,75.08000000000001,0.2663825253063399,0,0.9422010131770095,0.1791044776119403,0.3698786115032076,0.560652745394475,0.7514268792857423,0.4107948639777634,0.3009927654091394,Media
2849792,1-(1-methylbenzimidazol-2-yl)azonaphthalen-2-ol,CN1C2=CC=CC=C2N=C1N=NC3=C(C=CC4=CC=CC=C43)O,C18H14N4O,5,1,2,4.847500000000004,302.11676106799996,23,62.77,0.3664170782220806,0,0.9153530597218078,0.3684210526315789,0.5051540544041362,0.6418870561766934,0.7786200579492506,0.5807196722965781,0.525381115800867,Baja
4313620,"2,4-dichloro-6-[[(1-propylbenzimidazol-2-yl)amino]methyl]phenol",CCCN1C2=CC=CC=C2N=C1NCC3=C(C(=CC(=C3)Cl)Cl)O,C17H17Cl2N3O,4,2,5,5.070800000000003,349.07486752399996,23,50.08,0.4592651757188498,1,0.98378741139367,0.4576271186440678,0.5891671918314683,0.7207072650188688,0.8522473382062695,0.6709752591820293,0.6246749828761674,Media
589423,5-bromo-N-(3-chloro-4-fluoro-phenyl)-2-hydroxy-benzamide,C1=CC(=C(C=C1NC(=O)C2=C(C=CC(=C2)Br)O)Cl)F,C13H8BrClFNO2,2,2,2,4.1995000000000005,342.941096496,19,49.33,0.3851611595378066,0,0.9575823412546683,0.2222222222222222,0.4060622519803337,0.5899022817384454,0.7737423114965569,0.4612982504132991,0.360731060756808,Alta
9666325,"N-[(Z)-(3-methylcyclohexylidene)amino]-1,3-benzothiazol-2-amine",CC1CCCC(=NNC2=NC3=CC=CC=C3S2)C1,C14H17N3S,4,1,2,4.274300000000003,259.114318544,18,37.28,0.482832618025751,0,0.9408530866771936,0.1571428571428571,0.3530704145264412,0.5489979719100253,0.7449255292936093,0.3845105228626785,0.269305807592967,Media
1421232,"2,4-dibromo-6-[[(3-propyl-1H-benzimidazol-3-ium-2-yl)amino]methyl]phenol",CCC[N+]1=C(NC2=CC=CC=C21)NCC3=C(C(=CC(=C3)Br)Br)O,C17H18Br2N3O+,2,3,5,4.7081000000000035,437.98111281609,23,51.92999999999999,0.4429039091084152,0,0.9379243432464794,0.2835820895522388,0.4471676529757989,0.6107532163993591,0.7743387798229193,0.5157310782760216,0.4354926637436321,Media
9660141,5-bromo-2-hydroxy-N-[(E)-1-phenylethylideneamino]benzamide,CC(=NNC(=O)C1=C(C=CC(=C1)Br)O)C2=CC=CC=C2,C15H13BrN2O2,3,2,3,3.3087000000000018,332.01603975600005,20,61.69,0.3242016534284325,0,0.9827237914603566,0.2833333333333333,0.4581809478650891,0.633028562396845,0.8078761769286007,0.5276726329652073,0.4398512549357632,Media
56676856,"2,4-dibromo-6-[(4-chloroanilino)methyl]phenol",C1=CC(=CC=C1NCC2=C(C(=CC(=C2)Br)Br)O)Cl,C13H10Br2ClNO,2,2,3,5.182700000000002,388.88176582,18,32.26,0.5579665220086795,1,0.9189932239059972,0.2857142857142857,0.4440340202622136,0.6023537548101414,0.7606734893580693,0.5124153515894803,0.4359057953035108,Media
18126520,"N-(1,3-benzothiazol-2-yl)-5-chloro-2-hydroxy-benzamide",C1=CC=C2C(=C1)N=C(S2)NC(=O)C3=C(C=CC(=C3)Cl)O,C14H9ClN2O2S,4,2,2,3.9076000000000017,304.007326208,20,62.22,0.3214400514304082,0,0.9896235172896544,0.2307692307692307,0.4204828023993366,0.6101963740294425,0.7999099456595484,0.4778856116646264,0.3742642001098728,Alta
3826546,4-bromo-2-[[(1-isopropylbenzimidazol-2-yl)amino]methyl]phenol,CC(C)N1C2=CC=CC=C2N=C1NCC3=C(C=CC(=C3)Br)O,C17H18BrN3O,4,2,4,4.697400000000004,359.06332429599996,22,50.08,0.4392971246006389,0,0.9919914721693048,0.7659574468085106,0.8224659531487092,0.8789744594889077,0.9354829658291062,0.871678412763914,0.8644429278643961,Media
15090343,"N-benzyl-N-methyl-1,3-benzoxazol-2-amine",CN(CC1=CC=CC=C1)C2=NC3=CC=CC=C3O2,C15H14N2O,3,0,3,3.4642000000000017,238.110613068,18,29.270000000000003,0.6149641270925862,0,0.727366697772797,0.1833333333333333,0.3193416744431993,0.4553500155530652,0.5913583566629311,0.3651719612160086,0.2928528751588586,Media
3780477,"2-(1H-benzimidazol-2-yl)-3-(3,5-dibromo-2-hydroxy-phenyl)prop-2-enenitrile",C1=CC=C2C(=C1)NC(=N2)C(=CC3=C(C(=CC(=C3)Br)Br)O)C#N,C16H9Br2N3O,3,2,2,4.857680000000002,416.911236108,22,72.69999999999999,0.3026134800550207,0,0.9590674678516372,0.217391304347826,0.4028103452237789,0.5882293860997317,0.7736484269756845,0.4566102580908955,0.3544415371293353,Media
2902650,2-[[(1-butylbenzimidazol-2-yl)amino]methyl]-4-methyl-phenol,CCCCN1C2=CC=CC=C2N=C1NCC3=C(C=CC(=C3)C)O,C19H23N3O,4,2,6,4.462520000000005,309.184112356,23,50.08,0.4592651757188498,0,0.9783366689862256,0.5636363636363636,0.6673114399738291,0.7709865163112946,0.87466159264876,0.7425807178479042,0.7152214868267092,Media
2902875,4-chloro-2-[1-[(1-ethylbenzimidazol-2-yl)amino]ethyl]phenol,CCN1C2=CC=CC=C2N=C1NC(C)C3=C(C=CC(=C3)Cl)O,C17H18ClN3O,4,2,4,4.588300000000004,315.11383987599993,22,50.08,0.4392971246006389,0,0.9917504558026896,0.3709677419354839,0.5261634204022853,0.6813590988690867,0.8365547773358881,0.606553729815101,0.5399611273457122,Media
207963,N-benzyl-5-(2-chloroethyl)-4-methyl-thiazol-2-amine,CC1=C(SC(=N1)NCC2=CC=CC=C2)CCCl,C13H15ClN2S,3,1,5,3.844920000000002,266.06444716,17,24.92,0.682182985553772,0,0.9187730438451324,0.1904761904761904,0.3725504038184259,0.5546246171606614,0.7366988305028968,0.4183352594556604,0.3155366420620673,Media
23604679,1-ethyl-N-[(2-fluorophenyl)methyl]benzimidazol-2-amine,CCN1C2=CC=CC=C2N=C1NCC3=CC=CC=C3F,C16H16FN3,3,1,4,3.807400000000002,269.132825732,20,29.85,0.6700167504187604,0,0.944250024420182,0.4259259259259259,0.55550695054949,0.6850879751730541,0.8146689997966181,0.6341770777604188,0.5870495185018435,Media
5333988,5-bromo-N-[(E)-1-(2-furyl)ethylideneamino]-2-hydroxy-benzamide,CC(=NNC(=O)C1=C(C=CC(=C1)Br)O)C2=CC=CO2,C13H11BrN2O3,4,2,3,2.901700000000001,321.99530431200003,19,74.83,0.2539088600828544,0,0.9702333607053946,0.2461538461538461,0.4271737247917332,0.6081936034296204,0.7892134820675074,0.4886989598969951,0.3926819881985846,Media
75534567,4-[(Z)-2-chloro-2-(1-ethyl-5-fluoro-benzimidazol-2-yl)vinyl]thiadiazole,CCN1C2=C(C=C(C=C2)F)N=C1C(=CC3=CSN=N3)Cl,C13H10ClFN4S,5,0,3,3.7837000000000023,308.02987322,20,43.6,0.4587155963302752,0,0.7536871864401723,0.1917808219178082,0.3322574130483992,0.4727340041789902,0.6132105953095812,0.3801877800303642,0.3057591516722979,Media
731659,"5-bromo-N-(6-methyl-1,3-benzothiazol-2-yl)pyridine-3-carboxamide",CC1=CC2=C(C=C1)N=C(S2)NC(=O)C3=CC(=CN=C3)Br,C14H10BrN3OS,4,1,2,4.014520000000001,346.97279504,20,54.88,0.3644314868804664,0,0.9455557354574456,0.1857142857142857,0.3756746481500757,0.5656350105858656,0.7555953730216556,0.4190503645309542,0.3104532158142788,Media
4997627,"5,6-dimethyl-2-(p-tolylmethylamino)-1H-[1,2,4]triazolo[1,5-a]pyrimidin-7-one",CC1=CC=C(C=C1)CNC2=NC3=NC(=C(C(=O)N3N2)C)C,C15H17N5O,5,2,3,1.95496,283.143310164,21,75.08000000000001,0.2797016515716568,0,0.952798307766484,0.1617647058823529,0.3595231063533857,0.5572815068244186,0.7550399072954513,0.3925928400022712,0.2765732150333315,Media
43534600,"5-fluoro-N-[1-(2-thienyl)ethyl]-1,3-benzothiazol-2-amine",CC(C1=CC=CS1)NC2=NC3=C(S2)C=CC(=C3)F,C13H11FN2S2,4,1,3,4.670000000000003,278.034768572,18,24.92,0.7223113964686998,0,0.9117996996062996,0.1428571428571428,0.335092782044432,0.5273284212317212,0.7195640604190103,0.3609114849152864,0.2470132363423645,Media
16012603,N-[(2-fluorophenyl)methyl]-1-propyl-benzimidazol-2-amine,CCCN1C2=CC=CC=C2N=C1NCC3=CC=CC=C3F,C17H18FN3,3,1,5,4.197500000000003,283.148475796,21,29.85,0.7035175879396984,0,0.9187584597776356,0.4363636363636363,0.5569623422171361,0.6775610480706359,0.7981597539241357,0.6331767387139413,0.591699867620825,Media
5027923,"5-methyl-2-(o-tolylmethylamino)-1H-[1,2,4]triazolo[1,5-a]pyrimidin-7-one",CC1=CC=CC=C1CNC2=NC3=NC(=CC(=O)N3N2)C,C14H15N5O,5,2,3,1.6465399999999997,269.1276601,20,75.08000000000001,0.2663825253063399,0,0.9422010131770095,0.2461538461538461,0.420165637909637,0.5941774296654279,0.7681892214212187,0.4815873786173923,0.3903318969456072,Baja
956416,"N-benzyl-4,5-dimethyl-thiazol-2-amine",CC1=C(SC(=N1)NCC2=CC=CC=C2)C,C12H14N2S,3,1,3,3.372040000000002,218.087769448,15,24.92,0.6019261637239165,0,0.916411132710122,0.2105263157894736,0.3869975200196357,0.5634687242497978,0.7399399284799597,0.4392364505797764,0.3423946196388905,Media
5243778,5-bromo-2-(difluoromethoxy)-N-(1-propylbenzimidazol-2-yl)benzamide,CCCN1C2=CC=CC=C2N=C1NC(=O)C3=C(C=CC(=C3)Br)OC(F)F,C18H16BrF2N3O2,4,1,6,5.062500000000003,423.03939529199994,26,56.150000000000006,0.4630454140694567,1,0.8913272330657113,0.3823529411764705,0.5095965141487807,0.6368400871210909,0.7640836600934011,0.5837821418246366,0.5351446870343748,Baja
4447556,4-bromo-2-[(4-ethylanilino)methyl]phenol,CCC1=CC=C(C=C1)NCC2=C(C=CC(=C2)Br)O,C15H16BrNO,2,2,4,4.329200000000003,305.04152623199997,18,32.26,0.5579665220086795,0,0.9375682219507854,0.46,0.5793920554876963,0.6987841109753927,0.818176166463089,0.6567201703140854,0.6171883065505888,Media
2214976,"5-bromo-N-(6-fluoro-1,3-benzothiazol-2-yl)-2-methoxy-3-methyl-benzamide",CC1=CC(=CC(=C1OC)C(=O)NC2=NC3=C(S2)C=C(C=C3)F)Br,C16H12BrFN2O2S,4,1,3,4.767220000000002,393.97868894400006,23,51.22,0.4490433424443577,0,0.92323232226672,0.1710526315789473,0.3590975542508905,0.5471424769228337,0.7351873995947769,0.3973931532908755,0.2886292418212993,Media
21241582,"N-(4-piperidylmethyl)-1,3-benzoxazol-2-amine",C1CNCCC1CNC2=NC3=CC=CC=C3O2,C13H17N3O,4,2,3,2.2393,231.137162164,17,50.09,0.3393890996206827,0,0.9573201269006651,0.1904761904761904,0.3821871745823091,0.5738981586884279,0.7656091427945466,0.427020714764778,0.3177335352581587,Media
132140689,"5-chloro-2-hydroxy-3-methyl-N-[6-(trifluoromethyl)-1,3-benzothiazol-2-yl]benzamide",CC1=CC(=CC(=C1O)C(=O)NC2=NC3=C(S2)C=C(C=C3)C(F)(F)F)Cl,C16H10ClF3N2O2S,4,2,2,5.234820000000002,386.0103609,25,62.22,0.4018000642880103,1,0.9754473209645584,0.141025641025641,0.3496310610103704,0.5582364809950997,0.7668419009798291,0.3708949766790743,0.2464243889624594,Media
1608247,4-bromo-2-[[(3-decyl-1H-benzimidazol-3-ium-2-yl)amino]methyl]phenol,CCCCCCCCCC[N+]1=C(NC2=CC=CC=C21)NCC3=C(C=CC(=C3)Br)O,C24H33BrN3O+,2,3,12,6.676300000000007,458.18015119609,29,51.92999999999999,0.5584440593106105,1,0.8853165531767411,0.390625,0.5142978882941853,0.6379707765883705,0.7616436648825557,0.5880703857402313,0.5420730718012147,Media
670660,4-bromo-2-[[(5-methyl-2-pyridyl)amino]methyl]phenol,CC1=CN=C(C=C1)NCC2=C(C=CC(=C2)Br)O,C13H13BrN2O,3,2,3,3.4702200000000016,292.02112513599997,17,45.150000000000006,0.3765227021040974,0,0.9826184048045146,0.4615384615384615,0.5918084473549747,0.722078433171488,0.8523484189880013,0.6734361044916235,0.6280705336135505,Media
102040424,N-methyl-2-[(1-methylbenzimidazol-2-yl)methyleneamino]aniline,CNC1=CC=CC=C1N=CC2=NC3=CC=CC=C3N2C,C16H16N4,4,1,3,3.3656000000000015,264.137496512,20,42.21,0.4738213693437574,0,0.9554536008374276,0.3103448275862069,0.471622020899012,0.6328992142118173,0.7941764075246224,0.5445365763826265,0.4685107460400058,Media
136123757,"4-(1,3-benzothiazol-2-ylazo)benzene-1,3-diol",C1=CC=C2C(=C1)N=C(S2)N=NC3=C(C=C(C=C3)O)O,C13H9N3O2S,6,2,2,4.122900000000003,271.041547528,19,78.07000000000001,0.2433713334187267,0,0.949685490516628,0.2096774193548387,0.3946794371452861,0.5796814549357334,0.7646834727261808,0.4462371598715875,0.3435121154123122,Baja
8122373,"5-chloro-2-hydroxy-N-(4,5,6,7-tetrahydro-1,3-benzothiazol-2-yl)benzamide",C1CCC2=C(C1)N=C(S2)NC(=O)C3=C(C=CC(=C3)Cl)O,C14H13ClN2O2S,4,2,2,3.6332000000000018,308.038626336,20,62.22,0.3214400514304082,0,0.9901252955253416,0.1549295774647887,0.3637285069799268,0.5725274364950651,0.7813263660102032,0.3916627294917659,0.2679342227021158,Media
33287033,"N-[(4-fluorophenyl)methyl]-1,3-benzoxazol-2-amine",C1=CC=C2C(=C1)N=C(O2)NCC3=CC=C(C=C3)F,C14H11FN2O,3,1,3,3.5790000000000015,242.085541192,18,38.06,0.4729374671571203,0,0.9636141709003596,0.2166666666666666,0.4034035427250899,0.5901404187835131,0.7768772948419363,0.4569278612229118,0.3537854105843485,Media
101487129,"N-methyl-N-[(1S)-1-phenylethyl]-1,3-benzothiazol-2-amine",CC(C1=CC=CC=C1)N(C)C2=NC3=CC=CC=C3S2,C16H16N2S,3,0,3,4.493700000000003,268.103419512,19,16.130000000000003,1.1779293242405453,0,0.6538136523284646,0.1612903225806451,0.2844211550176,0.4075519874545548,0.5306828198915097,0.3247365315015972,0.2587493574753987,Media
62524743,N-[(5-methyl-2-furyl)methyl]-1H-benzimidazol-2-amine,CC1=CC=C(O1)CNC2=NC3=CC=CC=C3N2,C13H13N3O,3,2,3,3.0764200000000006,227.105862036,17,53.85,0.3156917363045496,0,0.9536872840110656,0.2258064516129032,0.4077766597124438,0.5897468678119844,0.7717170759115248,0.464056830087529,0.3651545320619498,Media
2902912,1-[[(1-butylbenzimidazol-2-yl)amino]methyl]naphthalen-2-ol,CCCCN1C2=CC=CC=C2N=C1NCC3=C(C=CC4=CC=CC=C43)O,C22H23N3O,4,2,6,5.307300000000005,345.184112356,26,50.08,0.5191693290734825,1,0.963094078808674,0.4576271186440678,0.5839938586852194,0.710360598726371,0.8367273387675226,0.6638809895368117,0.620442587973756,Media
44457724,"3,5-dibromo-N-(5-chloro-1,3-benzoxazol-2-yl)-2-hydroxy-benzamide",C1=CC2=C(C=C1Cl)N=C(O2)NC(=O)C3=C(C(=CC(=C3)Br)Br)O,C14H7Br2ClN2O3,4,2,2,4.964100000000001,443.851193964,22,75.36,0.291932059447983,0,0.9671025302985196,0.1857142857142857,0.3810613468603442,0.5764084080064027,0.7717554691524613,0.423798012768899,0.3115928795141255,Media
42281689,"N-(2-pyridylmethyl)-1,3-benzothiazol-2-amine",C1=CC=C2C(=C1)N=C(S2)NCC3=CC=CC=N3,C13H11N3S,4,1,3,3.303400000000001,241.067368352,17,37.81,0.449616503570484,0,0.9459070995941672,0.2166666666666666,0.3989767748985418,0.581286883130417,0.7635969913622921,0.4527102144257438,0.3525738223124868,Alta
7342829,1-allyl-N-(p-tolylmethyl)benzimidazol-2-amine,CC1=CC=C(C=C1)CNC2=NC3=CC=CC=C3N2CC=C,C18H19N3,3,1,5,4.142820000000003,277.15789760800004,21,29.85,0.7035175879396984,0,0.9186574968255764,0.3620689655172414,0.5012160983443251,0.6403632311714088,0.7795103639984926,0.5767298930524538,0.5194198438468146,Media
923802,N-benzyl-1-methyl-benzimidazol-2-amine,CN1C2=CC=CC=C2N=C1NCC3=CC=CC=C3,C15H15N3,3,1,3,3.1854000000000013,237.12659748,18,29.85,0.6030150753768844,0,0.9657049902810284,0.5555555555555556,0.6580929142369238,0.760630272918292,0.8631676315996601,0.7324634955943874,0.7053397576722286,Media
5122966,2-[(3-chloro-4-methyl-anilino)methyl]phenol,CC1=C(C=C(C=C1)NCC2=CC=CC=C2O)Cl,C14H14ClNO,2,2,3,3.9661200000000023,247.076391748,17,32.26,0.5269683818970862,0,0.9238900640221084,0.3035714285714285,0.4586510874340985,0.6137307462967685,0.7688104051594383,0.5295909993364125,0.456986436267804,Media
12425556,"(1,3-dimethylbenzimidazol-2-ylidene)-phenylimino-ammonium",CN1C2=CC=CC=C2N(C1=[N+]=NC3=CC=CC=C3)C,C15H15N4+,3,0,1,2.4096,251.12912290009,19,36.32,0.5231277533039648,0,0.7475776503718312,0.2037037037037037,0.3396721903707356,0.4756406770377674,0.6116091637047993,0.3902362568840247,0.3201667635645944,Baja
721062,N-benzyl-4-methoxy-6-methyl-pyrimidin-2-amine,CC1=CC(=NC(=N1)NCC2=CC=CC=C2)OC,C13H15N3O,4,1,4,2.4057200000000005,229.1215121,17,47.040000000000006,0.3613945578231292,0,0.927617453283106,0.2203389830508474,0.397158600608912,0.5739782181669767,0.7507978357250412,0.4520954393893136,0.3560941510452181,Media
