cid,iupac_name,smiles_canonical,molecular_formula,hydrogen_bond_acceptors,hydrogen_bond_donors,rotatable_bonds,log_p,molecular_weight,heavy_atom_count,polar_surface_area,atom_surface_coefficient,no_lipinski_violations,actividad_predicha,probabilidad_leishmania,tanimoto_similarity,cosine_similarity,combined_75
135391775,"N-(3,4-dimethylphenyl)-2-(5-nitro-2-furyl)-3H-benzimidazole-5-carboxamide",CC1=C(C=C(C=C1)NC(=O)C2=CC3=C(C=C2)N=C(N3)C4=CC=C(O4)[N+](=O)[O-])C,C20H16N4O4,5,2,4,4.600240000000002,376.11715499199994,28,114.06,0.2454848325442749,0,Alta,0.838,0.5245901639344263,0.9650509458886368,0.8549357504000843
9839832,"6-methoxy-2-(3,4,5-trimethoxyphenyl)-1H-benzimidazole",COC1=CC2=C(C=C1)N=C(N2)C3=CC(=C(C(=C3)OC)OC)OC,C17H18N2O4,5,1,5,3.264300000000002,314.126657056,23,65.60000000000001,0.3506097560975609,0,Alta,0.838,0.2333333333333333,0.9179738278995376,0.7468137042579865
19224763,2-(3-methoxyphenyl)-6-methyl-1H-benzimidazole,CC1=CC2=C(C=C1)N=C(N2)C3=CC(=CC=C3)OC,C15H14N2O,2,1,2,3.546920000000002,238.110613068,18,37.91,0.474808757583751,0,Alta,0.836,0.3157894736842105,0.8631068071375706,0.7262774737742306
164576218,6-bromo-2-[1-(2-chloroethyl)-5-nitro-imidazol-2-yl]-1H-benzimidazole,C1=CC2=C(C=C1Br)NC(=N2)C3=NC=C(N3CCCl)[N+](=O)[O-],C12H9BrClN5O2,5,1,4,3.3359000000000014,368.962814308,21,89.64,0.2342704149933065,0,Alta,0.836,0.2985074626865671,0.9484735943437248,0.7859820614294355
12605801,"2-(1,2-dimethylpyridin-1-ium-4-yl)-1H-benzimidazole",CC1=[N+](C=CC(=C1)C2=NC3=CC=CC=C3N2)C,C14H14N3+,1,1,1,2.36282,224.11822386809,17,32.56,0.5221130221130221,0,Alta,0.83,0.2807017543859649,0.7811814298366656,0.6560615109739905
47272620,1-ethyl-2-(3-nitrophenyl)benzimidazole,CCN1C2=CC=CC=C2N=C1C3=CC(=CC=C3)[N+](=O)[O-],C15H13N3O2,4,0,3,3.631400000000003,267.100776656,20,60.959999999999994,0.3280839895013123,0,Alta,0.828,0.234375,0.9126627713167764,0.7430908284875823
53326764,"N'-(3,4-dimethoxybenzoyl)-2-(5-nitro-2-furyl)-3H-benzimidazole-5-carbohydrazide",COC1=C(C=C(C=C1)C(=O)NNC(=O)C2=CC3=C(C=C2)N=C(N3)C4=CC=C(O4)[N+](=O)[O-])OC,C21H17N5O7,8,3,6,2.823100000000001,451.112797884,33,161.62,0.2041826506620467,0,Alta,0.826,0.5,0.9001537523786749,0.8001153142840062
145706429,"2-(5-nitro-2-furyl)-3H-imidazo[1,2-a]benzimidazole",C1=CC=C2C(=C1)N=C3N2C=C(N3)C4=CC=C(O4)[N+](=O)[O-],C13H8N4O3,5,1,2,2.9838000000000013,268.05964011599997,20,89.37,0.2237887434262056,0,Alta,0.826,0.396551724137931,0.9900848117047264,0.8417015398130276
164576214,2-[1-(2-chloroethyl)-5-nitro-imidazol-2-yl]-6-methyl-1H-benzimidazole,CC1=CC2=C(C=C1)N=C(N2)C3=NC=C(N3CCCl)[N+](=O)[O-],C13H12ClN5O2,5,1,4,2.8818200000000003,305.06795230399996,21,89.64,0.2342704149933065,0,Alta,0.826,0.3870967741935484,0.960908503474532,0.817455571154286
22096712,2-(5-nitro-2-thienyl)-3H-benzimidazole-5-carboxylic acid,C1=CC2=C(C=C1C(=O)O)NC(=N2)C3=CC=C(S3)[N+](=O)[O-],C12H7N3O4S,5,2,3,2.8978,289.015726704,20,109.12,0.1832844574780058,0,Alta,0.826,0.3064516129032258,0.970494183846928,0.8044835411110024
141836370,methyl 2-(5-nitro-2-furyl)-3H-benzimidazole-5-carboxylate,COC(=O)C1=CC2=C(C=C1)N=C(N2)C3=CC=C(O3)[N+](=O)[O-],C13H9N3O5,6,1,3,2.5177000000000005,287.054220388,21,111.26000000000002,0.1887470789142548,0,Alta,0.824,0.5740740740740741,0.954508569771736,0.8593999458473206
53319829,N'-benzoyl-2-(5-nitro-2-furyl)-3H-benzimidazole-5-carbohydrazide,C1=CC=C(C=C1)C(=O)NNC(=O)C2=CC3=C(C=C2)N=C(N3)C4=CC=C(O4)[N+](=O)[O-],C19H13N5O5,6,3,4,2.8059000000000003,391.091668516,29,143.16,0.2025705504330818,0,Alta,0.824,0.5172413793103449,0.9148215111860594,0.8154264782171307
53317206,N-[[2-(5-nitro-2-furyl)-3H-benzimidazole-5-carbonyl]amino]formamide,C1=CC2=C(C=C1C(=O)NNC=O)NC(=N2)C3=CC=C(O3)[N+](=O)[O-],C13H9N5O5,6,3,5,1.1218999999999997,315.060368388,23,143.16000000000005,0.1606594020676166,0,Alta,0.824,0.5084745762711864,0.8141631946410721,0.7377410400486007
162653981,"N-(2,4-dimethoxyphenyl)-2-(5-nitro-2-furyl)-3H-benzimidazole-5-carboxamide",COC1=CC(=C(C=C1)NC(=O)C2=CC3=C(C=C2)N=C(N3)C4=CC=C(O4)[N+](=O)[O-])OC,C20H16N4O6,7,2,6,4.000600000000001,408.1069842319999,30,132.51999999999998,0.2263809236341684,0,Alta,0.824,0.4626865671641791,0.9477513870961356,0.8264851821131465
53322958,N'-(3-methoxybenzoyl)-2-(5-nitro-2-furyl)-3H-benzimidazole-5-carbohydrazide,COC1=CC=CC(=C1)C(=O)NNC(=O)C2=CC3=C(C=C2)N=C(N3)C4=CC=C(O4)[N+](=O)[O-],C20H15N5O6,7,3,5,2.8145000000000007,421.1022332,31,152.39,0.2034254216155915,0,Alta,0.822,0.484375,0.9089339255471036,0.8027941941603277
53326375,"2-(5-nitro-2-furyl)-N'-(3,4,5-trimethoxybenzoyl)-3H-benzimidazole-5-carbohydrazide",COC1=CC(=CC(=C1OC)OC)C(=O)NNC(=O)C2=CC3=C(C=C2)N=C(N3)C4=CC=C(O4)[N+](=O)[O-],C22H19N5O8,9,3,7,2.8317000000000005,481.123362568,35,170.85000000000002,0.2048580626280362,0,Alta,0.822,0.484375,0.8901119109123103,0.7886776831842328
135391919,"2-(5-nitro-2-furyl)-N-(3,4,5-trimethoxyphenyl)-3H-benzimidazole-5-carboxamide",COC1=CC(=CC(=C1OC)OC)NC(=O)C2=CC3=C(C=C2)N=C(N3)C4=CC=C(O4)[N+](=O)[O-],C21H18N4O7,8,2,7,4.009200000000002,438.117548916,32,141.75,0.2257495590828924,0,Alta,0.822,0.4769230769230769,0.9327749344170896,0.8188119700435865
3914691,2-(2-chloro-5-nitro-phenyl)-1H-benzimidazole,C1=CC=C2C(=C1)NC(=N2)C3=C(C=CC(=C3)[N+](=O)[O-])Cl,C13H8ClN3O2,3,1,2,3.791500000000002,273.030504176,19,71.82,0.2645502645502646,0,Alta,0.818,0.3508771929824561,0.9615604822368956,0.8088896599232858
57395124,6-nitro-2-(3-thienyl)-1H-benzimidazole,C1=CC2=C(C=C1[N+](=O)[O-])NC(=N2)C3=CSC=C3,C11H7N3O2S,4,1,2,3.199600000000001,245.025897464,17,71.82,0.2367028682818156,0,Alta,0.818,0.3275862068965517,0.9927618441500436,0.8264679348366706
136830892,2-(6-chloro-1H-benzimidazol-2-yl)-4-nitro-phenol,C1=CC(=C(C=C1[N+](=O)[O-])C2=NC3=C(N2)C=C(C=C3)Cl)O,C13H8ClN3O3,4,2,2,3.497100000000001,289.025418796,20,92.05,0.2172732210755024,0,Alta,0.818,0.3114754098360656,0.9749692731578594,0.8090958073274109
19224720,2-(3-ethoxy-4-methoxy-phenyl)-6-methyl-1H-benzimidazole,CCOC1=C(C=CC(=C1)C2=NC3=C(N2)C=C(C=C3)C)OC,C17H18N2O2,3,1,4,3.9456200000000026,282.136827816,21,47.14,0.4454815443360204,0,Alta,0.816,0.2903225806451613,0.8885907990560714,0.739023744453344
23656017,"6-(trifluoromethyl)-2-(3,4,5-trimethoxyphenyl)-1H-benzimidazole",COC1=CC(=CC(=C1OC)OC)C2=NC3=C(N2)C=C(C=C3)C(F)(F)F,C17H15F3N2O3,4,1,4,4.274500000000002,352.10347700000005,25,56.37,0.4434983147064041,0,Alta,0.816,0.21875,0.8981632287161662,0.7283099215371246
53319830,2-(5-nitro-2-furyl)-N'-(3-phenoxybenzoyl)-3H-benzimidazole-5-carbohydrazide,C1=CC=C(C=C1)OC2=CC=CC(=C2)C(=O)NNC(=O)C3=CC4=C(C=C3)N=C(N4)C5=CC=C(O5)[N+](=O)[O-],C25H17N5O6,7,3,6,4.598200000000002,483.11788326400006,36,152.39,0.236235973489074,0,Alta,0.814,0.4545454545454545,0.9357490019527608,0.8154481151009342
4449684,6-fluoro-2-phenyl-1H-benzimidazole,C1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)F,C13H9FN2,1,1,1,3.3690000000000015,212.074976508,16,28.68,0.5578800557880056,0,Alta,0.814,0.2363636363636363,0.7392032709435823,0.6134933622985959
323391,2-(3-furyl)-1H-benzimidazole,C1=CC=C2C(=C1)NC(=N2)C3=COC=C3,C11H8N2O,2,1,1,2.8229000000000006,184.063662876,14,41.82,0.3347680535628886,0,Alta,0.812,0.2592592592592592,0.8700923008054168,0.7173840404188774
60646302,6-chloro-2-(3-methoxyphenyl)-1H-benzimidazole,COC1=CC=CC(=C1)C2=NC3=C(N2)C=C(C=C3)Cl,C14H11ClN2O,2,1,2,3.8919000000000015,258.055990652,18,37.91,0.474808757583751,0,Alta,0.81,0.2258064516129032,0.8486554757029419,0.6929432196804322
164576227,2-[1-(2-chloroethyl)-5-nitro-imidazol-2-yl]-6-methoxy-1H-benzimidazole,COC1=CC2=C(C=C1)N=C(N2)C3=NC=C(N3CCCl)[N+](=O)[O-],C13H12ClN5O3,6,1,5,2.5820000000000007,321.06286692399993,22,98.87,0.2225144128653787,0,Alta,0.806,0.3043478260869565,0.9235177872910112,0.7687252969899975
39904025,"6-chloro-2-(3,4,5-trimethoxyphenyl)-1H-benzimidazole",COC1=CC(=CC(=C1OC)OC)C2=NC3=C(N2)C=C(C=C3)Cl,C16H15ClN2O3,4,1,4,3.9091000000000022,318.07712002000005,22,56.37,0.3902785169416356,0,Alta,0.804,0.2295081967213114,0.9202873225963216,0.747592541127569
145706453,"4-methyl-2-(5-nitro-2-furyl)imidazo[1,2-a]benzimidazole",CN1C2=CC=CC=C2N3C1=NC(=C3)C4=CC=C(O4)[N+](=O)[O-],C14H10N4O3,6,0,2,2.994200000000001,282.07529017999997,21,78.51,0.2674818494459304,0,Alta,0.802,0.3620689655172414,0.9170316853498034,0.778291005391663
165356122,6-nitro-2-(1-piperidyl)-1H-benzimidazole,C1CCN(CC1)C2=NC3=C(N2)C=C(C=C3)[N+](=O)[O-],C12H14N4O2,4,1,2,2.4614000000000003,246.111675688,18,75.06,0.2398081534772182,0,Alta,0.802,0.2666666666666666,0.9907519601851258,0.809730636805511
46886439,2-(3-methoxyphenyl)-6-(trifluoromethyl)-1H-benzimidazole,COC1=CC=CC(=C1)C2=NC3=C(N2)C=C(C=C3)C(F)(F)F,C15H11F3N2O,2,1,2,4.257300000000002,292.082347632,21,37.91,0.5539435505143762,0,Alta,0.802,0.2153846153846154,0.8311380402620097,0.6771996840426611
797336,1-methyl-2-(2-pyridyl)benzimidazole,CN1C2=CC=CC=C2N=C1C3=CC=CC=N3,C13H11N3,3,0,1,2.635300000000001,209.095297352,16,30.71,0.5210029306414848,0,Alta,0.802,0.1333333333333333,0.8455979099059819,0.6675317657628198
46906817,2-(2-ethoxyphenyl)-6-nitro-1H-benzimidazole,CCOC1=CC=CC=C1C2=NC3=C(N2)C=C(C=C3)[N+](=O)[O-],C15H13N3O3,4,1,4,3.536800000000002,283.095691276,21,81.05,0.2590993214065392,0,Alta,0.8,0.3174603174603174,0.967579532651588,0.8050497288537704
164576226,2-[1-(2-chloroethyl)-5-nitro-imidazol-2-yl]-3H-benzimidazole-5-carbonitrile,C1=CC2=C(C=C1C#N)NC(=N2)C3=NC=C(N3CCCl)[N+](=O)[O-],C13H9ClN6O2,6,1,4,2.44508,316.047551208,22,113.43,0.1939522172264833,0,Alta,0.8,0.3043478260869565,0.936053028903765,0.7781267281995629
71404254,2-(2-pyridyl)-1-vinyl-benzimidazole,C=CN1C2=CC=CC=C2N=C1C3=CC=CC=N3,C14H11N3,3,0,2,3.198800000000002,221.095297352,17,30.71,0.5535656138065776,0,Alta,0.8,0.109375,0.8329496303325572,0.652055972749418
129752907,"3-methyl-2-(5-nitro-2-furyl)imidazo[4,5-f]quinoline",CN1C2=C(C3=C(C=C2)N=CC=C3)N=C1C4=CC=C(O4)[N+](=O)[O-],C15H10N4O3,6,0,2,3.2897000000000016,294.07529017999997,22,86.99,0.2529026324864927,0,Media,0.798,0.3709677419354839,0.9281907322602256,0.7888849846790402
22096868,2-(5-nitro-2-furyl)-3H-benzimidazole-5-carboxylic acid,C1=CC2=C(C=C1C(=O)O)NC(=N2)C3=CC=C(O3)[N+](=O)[O-],C12H7N3O5,5,2,3,2.4293000000000005,273.03857032400003,20,122.26,0.1635858007524947,0,Media,0.796,0.5882352941176471,0.946827376523704,0.8571793559221897
69713187,6-nitro-2-pyrrolidin-1-yl-1H-benzimidazole,C1CCN(C1)C2=NC3=C(N2)C=C(C=C3)[N+](=O)[O-],C11H12N4O2,4,1,2,2.0713,232.096025624,17,75.06,0.2264854782840394,0,Media,0.796,0.2711864406779661,0.9738309019391364,0.798169786623844
129738182,[2-methoxy-4-(6-methyl-1H-benzimidazol-2-yl)phenyl] acetate,CC1=CC2=C(C=C1)N=C(N2)C3=CC(=C(C=C3)OC(=O)C)OC,C17H16N2O3,4,1,3,3.472220000000002,296.11609237199997,22,64.21,0.3426257592275347,0,Media,0.79,0.3225806451612903,0.9557081020501867,0.7974262378279627
186763,6-chloro-2-(2-pyridyl)-1H-benzimidazole,C1=CC=NC(=C1)C2=NC3=C(N2)C=C(C=C3)Cl,C12H8ClN3,2,1,1,3.2783000000000007,229.040674936,16,41.57,0.3848929516478229,0,Media,0.788,0.2203389830508474,0.8761218472206435,0.7121761311781944
145977430,[4-(6-fluoro-1H-benzimidazol-2-yl)-2-methoxy-phenyl] acetate,CC(=O)OC1=C(C=C(C=C1)C2=NC3=C(N2)C=C(C=C3)F)OC,C16H13FN2O3,4,1,3,3.302900000000002,300.091020496,22,64.21,0.3426257592275347,0,Media,0.786,0.2388059701492537,0.9544562094020737,0.7755436495888686
12605815,"1,3-dimethyl-2-(6-methyl-2-pyridyl)benzimidazol-3-ium",CC1=NC(=CC=C1)C2=[N+](C3=CC=CC=C3N2C)C,C15H16N3+,2,0,1,2.3732200000000008,238.13387393209,18,21.7,0.8294930875576038,0,Media,0.786,0.1076923076923077,0.7494744455289473,0.5890289110697874
162666860,1-[2-(6-nitro-1H-benzimidazol-2-yl)phenyl]ethanone,CC(=O)C1=CC=CC=C1C2=NC3=C(N2)C=C(C=C3)[N+](=O)[O-],C15H11N3O3,4,1,3,3.3407000000000027,281.080041212,21,88.89,0.2362470469119136,0,Media,0.784,0.3278688524590163,0.986217532552344,0.821630362529012
59515637,2-(2-chloro-5-nitro-phenyl)-3H-benzimidazole-5-carbonitrile,C1=CC2=C(C=C1C#N)NC(=N2)C3=C(C=CC(=C3)[N+](=O)[O-])Cl,C14H7ClN4O2,4,1,2,3.6631800000000014,298.025753144,21,95.61,0.2196422968308754,0,Media,0.784,0.3174603174603174,0.9867540912833336,0.8194306478275795
10445264,6-methoxy-2-(5-nitro-2-furyl)-1H-benzimidazole,COC1=CC2=C(C=C1)N=C(N2)C3=CC=C(O3)[N+](=O)[O-],C12H9N3O4,5,1,3,2.739700000000001,259.059305768,19,94.19,0.2017199278054995,0,Media,0.782,0.62,0.9817647143650076,0.8913235357737558
164576236,2-[1-(2-chloroethyl)-5-nitro-imidazol-2-yl]-6-ethoxy-1H-benzimidazole,CCOC1=CC2=C(C=C1)N=C(N2)C3=NC=C(N3CCCl)[N+](=O)[O-],C14H14ClN5O3,6,1,6,2.972100000000001,335.07851698799993,23,98.87,0.2326287043592596,0,Media,0.782,0.3,0.9173665938523324,0.7630249453892494
13526688,1-ethyl-5-fluoro-2-(5-nitro-2-furyl)benzimidazole,CCN1C2=C(C=C(C=C2)F)N=C1C3=CC=C(O3)[N+](=O)[O-],C13H10FN3O3,5,0,3,3.363500000000002,275.0706194,20,74.1,0.2699055330634278,0,Media,0.78,0.4067796610169492,0.9322309567902614,0.8008681328469334
278827,"2-(2,5-dichlorophenyl)-1H-benzimidazole",C1=CC=C2C(=C1)NC(=N2)C3=C(C=CC(=C3)Cl)Cl,C13H8Cl2N2,1,1,1,4.5367000000000015,262.006453616,17,28.68,0.592747559274756,0,Media,0.78,0.25,0.7252173500522365,0.6064130125391773
46886441,"2-(3,5-dimethoxyphenyl)-6-(trifluoromethyl)-1H-benzimidazole",COC1=CC(=CC(=C1)C2=NC3=C(N2)C=C(C=C3)C(F)(F)F)OC,C16H13F3N2O2,3,1,3,4.265900000000002,322.09291231599997,23,47.14,0.487908358082308,0,Media,0.78,0.2258064516129032,0.8799296043235051,0.7163988161458545
4384356,2-(1H-benzimidazol-2-yl)-4-nitro-phenol,C1=CC=C2C(=C1)NC(=N2)C3=C(C=CC(=C3)[N+](=O)[O-])O,C13H9N3O3,4,2,2,2.8437000000000014,255.064391148,19,92.05,0.2064095600217273,0,Media,0.778,0.3508771929824561,0.9652516720729406,0.8116580523003194
58555970,4-(1H-benzimidazol-2-yl)-2-chloro-thiazole,C1=CC=C2C(=C1)NC(=N2)C3=CSC(=N3)Cl,C10H6ClN3S,3,1,1,3.339800000000001,234.997095872,15,41.57,0.360837142169834,0,Media,0.776,0.25,0.906726180798264,0.742544635598698
5260162,2-(1-hydroxypyridin-1-ium-4-yl)-1H-benzimidazole,C1=CC=C2C(=C1)NC(=N2)C3=CC=[N+](C=C3)O,C12H10N3O+,2,2,1,1.7546999999999997,212.08183836009,16,52.790000000000006,0.3030877060049251,0,Media,0.776,0.2363636363636363,0.7732761723763422,0.6390480383731657
924756,6-methyl-2-(m-tolyl)-1H-benzimidazole,CC1=CC(=CC=C1)C2=NC3=C(N2)C=C(C=C3)C,C15H14N2,1,1,1,3.8467400000000023,222.115698448,17,28.68,0.592747559274756,0,Media,0.774,0.3529411764705882,0.7341678107963447,0.6388611522149056
762761,2-(3-nitrophenyl)-3H-benzimidazole-5-carboxylic acid,C1=CC(=CC(=C1)[N+](=O)[O-])C2=NC3=C(N2)C=C(C=C3)C(=O)O,C14H9N3O4,4,2,3,2.8363000000000005,283.059305768,21,109.12,0.1924486803519061,0,Media,0.774,0.3064516129032258,0.9604193130414488,0.7969273880068932
3384969,"2-(3,5-dichlorophenyl)-1H-benzimidazole",C1=CC=C2C(=C1)NC(=N2)C3=CC(=CC(=C3)Cl)Cl,C13H8Cl2N2,1,1,1,4.536700000000001,262.006453616,17,28.68,0.592747559274756,0,Media,0.774,0.2641509433962264,0.7252173500522366,0.609950748388234
129793549,5-(1H-benzimidazol-2-yl)pyran-2-one,C1=CC=C2C(=C1)NC(=N2)C3=COC(=O)C=C3,C12H8N2O2,3,1,1,2.1830999999999996,212.058577496,16,58.89,0.271692986924775,0,Media,0.772,0.2678571428571428,0.9763396368342774,0.7992190133399938
924715,2-methoxy-4-(6-methyl-1H-benzimidazol-2-yl)phenol,CC1=CC2=C(C=C1)N=C(N2)C3=CC(=C(C=C3)O)OC,C15H14N2O2,3,2,2,3.2525200000000014,254.105527688,19,58.14,0.326797385620915,0,Media,0.768,0.3050847457627119,0.9202522872059556,0.7664604018451446
12181421,2-(2-quinolyl)-1H-benzo[f]benzimidazole,C1=CC=C2C(=C1)C=CC(=N2)C3=NC4=CC5=CC=CC=C5C=C4N3,C20H13N3,2,1,1,4.931300000000003,295.11094741600004,23,41.57,0.5532836179937455,0,Media,0.762,0.2545454545454545,0.8123690321978423,0.6729131377847454
23827739,"5,6-dichloro-2-(3-methoxyphenyl)-1H-benzimidazole",COC1=CC=CC(=C1)C2=NC3=CC(=C(C=C3N2)Cl)Cl,C14H10Cl2N2O,2,1,2,4.545300000000001,292.01701829999996,19,37.91,0.5011870218939595,0,Media,0.762,0.25,0.8235545344076951,0.6801659008057713
9812282,4-(1H-benzimidazol-2-yl)isothiazole,C1=CC=C2C(=C1)NC(=N2)C3=CSN=C3,C10H7N3S,3,1,1,2.6864,201.036068224,14,41.57,0.336781332691845,0,Media,0.762,0.2321428571428571,0.919541059660189,0.747691509030856
102268664,[5-(6-fluoro-1H-benzimidazol-2-yl)-2-furyl]methanol,C1=CC2=C(C=C1F)NC(=N2)C3=CC=C(O3)CO,C12H9FN2O2,3,2,2,2.4543000000000004,232.064805748,17,62.05,0.273972602739726,0,Media,0.76,0.3333333333333333,0.9067072823193508,0.7633637950728464
60978493,3-(6-methyl-1H-benzimidazol-2-yl)benzonitrile,CC1=CC2=C(C=C1)N=C(N2)C3=CC=CC(=C3)C#N,C15H11N3,2,1,1,3.410000000000001,233.095297352,18,52.47,0.3430531732418524,0,Media,0.76,0.3103448275862069,0.903624696529037,0.7553047292933295
762907,2-cyclohexyl-6-nitro-1H-benzimidazole,C1CCC(CC1)C2=NC3=C(N2)C=C(C=C3)[N+](=O)[O-],C13H15N3O2,3,1,2,3.5188000000000015,245.11642672,18,71.82,0.2506265664160401,0,Media,0.76,0.2711864406779661,0.9741746839260372,0.7984276231140195
44377155,2-(6-chloro-2-pyridyl)-1H-benzimidazole,C1=CC=C2C(=C1)NC(=N2)C3=NC(=CC=C3)Cl,C12H8ClN3,2,1,1,3.2783000000000007,229.040674936,16,41.57,0.3848929516478229,0,Media,0.76,0.2363636363636363,0.8761218472206435,0.7161822945063917
44024103,1-ethyl-2-(2-pyridyl)benzimidazole,CCN1C2=CC=CC=C2N=C1C3=CC=CC=N3,C14H13N3,3,0,2,3.1182000000000016,223.110947416,17,30.71,0.5535656138065776,0,Media,0.76,0.1269841269841269,0.8368289025002682,0.659367708621233
67926739,"4-methyl-3-[2-(5-nitro-2-furyl)-3H-benzimidazol-5-yl]-4,5-dihydro-1H-pyridazin-6-one",CC1CC(=O)NN=C1C2=CC3=C(C=C2)N=C(N3)C4=CC=C(O4)[N+](=O)[O-],C16H13N5O4,6,2,3,2.5911999999999997,339.096753896,25,126.42000000000002,0.1977535200126562,0,Media,0.758,0.5,0.9420785603524344,0.8315589202643259
70821,2-(2-pyridyl)-1H-benzimidazole,C1=CC=C2C(=C1)NC(=N2)C3=CC=CC=N3,C12H9N3,2,1,1,2.6249,195.079647288,15,41.57,0.360837142169834,0,Media,0.758,0.2452830188679245,0.8958920989032467,0.7332398288944162
145975743,[4-(6-chloro-1H-benzimidazol-2-yl)-2-methoxy-phenyl] acetate,CC(=O)OC1=C(C=C(C=C1)C2=NC3=C(N2)C=C(C=C3)Cl)OC,C16H13ClN2O3,4,1,3,3.8172000000000024,316.061469956,22,64.21,0.3426257592275347,0,Media,0.758,0.2388059701492537,0.9469013063268252,0.7698774722824324
19827864,5-methyl-6-[2-(5-nitro-2-furyl)-3H-benzimidazol-5-yl]hexahydropyridazin-3-one,CC1CC(=O)NNC1C2=CC3=C(C=C2)N=C(N3)C4=CC=C(O4)[N+](=O)[O-],C16H15N5O4,6,3,3,2.4327999999999994,341.11240396,25,126.09,0.1982710762154017,0,Media,0.756,0.5,0.909687202811327,0.8072654021084953
102268663,[5-(1H-benzimidazol-2-yl)-2-furyl]methanol,C1=CC=C2C(=C1)NC(=N2)C3=CC=C(O3)CO,C12H10N2O2,3,2,2,2.3152000000000004,214.07422756,16,62.05,0.257856567284448,0,Media,0.756,0.3584905660377358,0.8926231073371114,0.7590899720122676
19224098,"2-(2,5-dimethoxyphenyl)-1H-benzimidazole",COC1=CC(=C(C=C1)OC)C2=NC3=CC=CC=C3N2,C15H14N2O2,3,1,3,3.2471000000000014,254.105527688,19,47.14,0.4030547305897327,0,Media,0.754,0.2542372881355932,0.9294112028519004,0.7606177241728236
975885,5-(1H-benzimidazol-2-yl)thiazole,C1=CC=C2C(=C1)NC(=N2)C3=CN=CS3,C10H7N3S,3,1,1,2.6864,201.036068224,14,41.57,0.336781332691845,0,Media,0.754,0.2321428571428571,0.919541059660189,0.747691509030856
6451571,2-(1H-benzimidazol-2-yl)thiazole,C1=CC=C2C(=C1)NC(=N2)C3=NC=CS3,C10H7N3S,3,1,1,2.686400000000001,201.036068224,14,41.57,0.336781332691845,0,Media,0.754,0.2321428571428571,0.9195410596601888,0.7476915090308559
56688666,"2-(2,3,5-trichlorophenyl)-1H-benzimidazole",C1=CC=C2C(=C1)NC(=N2)C3=C(C(=CC(=C3)Cl)Cl)Cl,C13H7Cl3N2,1,1,1,5.190100000000001,295.967481264,18,28.68,0.6276150627615062,1,Media,0.752,0.2456140350877192,0.718119989454417,0.5999935008627426
11665659,6-fluoro-2-(2-pyridyl)-1H-benzimidazole,C1=CC=NC(=C1)C2=NC3=C(N2)C=C(C=C3)F,C12H8FN3,2,1,1,2.764,213.070225476,16,41.57,0.3848929516478229,0,Media,0.752,0.2203389830508474,0.9004319983545319,0.7304087445286108
278820,2-(2-chloro-5-fluoro-phenyl)-1H-benzimidazole,C1=CC=C2C(=C1)NC(=N2)C3=C(C=CC(=C3)F)Cl,C13H8ClFN2,1,1,1,4.022400000000001,246.036004156,17,28.68,0.592747559274756,0,Media,0.75,0.2413793103448276,0.7350622110903366,0.6116414859039594
64723114,"2-(2,5-dimethoxyphenyl)-6-fluoro-1H-benzimidazole",COC1=CC(=C(C=C1)OC)C2=NC3=C(N2)C=C(C=C3)F,C15H13FN2O2,3,1,3,3.3862000000000014,272.096105876,20,47.14,0.4242681374628765,0,Media,0.75,0.2222222222222222,0.9200242062088022,0.7455737102121572
13004855,6-chloro-2-(5-methyl-2-thienyl)-1H-benzimidazole,CC1=CC=C(S1)C2=NC3=C(N2)C=C(C=C3)Cl,C12H9ClN2S,2,1,1,4.2532200000000016,248.017496968,16,28.68,0.5578800557880056,0,Media,0.748,0.2631578947368421,0.7865035371239741,0.6556671265271911
4862591,2-(1-methylpyrazol-3-yl)-1H-benzimidazole,CN1C=CC(=N1)C2=NC3=CC=CC=C3N2,C11H10N4,3,1,1,1.9634,198.09054632,15,46.5,0.3225806451612903,0,Media,0.748,0.2545454545454545,0.9421336941511064,0.7702366342496935
13004845,2-(5-chloro-2-thienyl)-1H-benzimidazole,C1=CC=C2C(=C1)NC(=N2)C3=CC=C(S3)Cl,C11H7ClN2S,2,1,1,3.9448000000000008,234.001846904,15,28.68,0.5230125523012552,0,Media,0.748,0.2321428571428571,0.7903617536152528,0.650807029497154
135665564,4-(6-chloro-1H-benzimidazol-2-yl)-2-methoxy-phenol,COC1=C(C=CC(=C1)C2=NC3=C(N2)C=C(C=C3)Cl)O,C14H11ClN2O2,3,2,2,3.5975000000000015,274.050905272,19,58.14,0.326797385620915,0,Media,0.748,0.21875,0.9189057821328778,0.7438668365996584
14265329,5-(1H-benzimidazol-2-yl)furan-2-carbaldehyde,C1=CC=C2C(=C1)NC(=N2)C3=CC=C(O3)C=O,C12H8N2O2,3,1,2,2.6354000000000006,212.058577496,16,58.89,0.271692986924775,0,Media,0.746,0.3846153846153846,0.9830044589984966,0.8334071904027186
65017788,2-(5-bromo-2-furyl)-6-methoxy-1H-benzimidazole,COC1=CC2=C(C=C1)N=C(N2)C3=CC=C(O3)Br,C12H9BrN2O2,3,1,2,3.594000000000001,291.98473962800006,17,51.05,0.3330068560235064,0,Media,0.746,0.3571428571428571,0.9259684918246256,0.7837620831541834
